normalized_artists,normalized_title,source_position,video_id,video_url,candidate_rank,candidate_score,candidate_variant,getsongbpm_song_id,getsongbpm_title,getsongbpm_artist,getsongbpm_uri,tempo,time_sig,key_of,mode,open_key,danceability,acousticness
Chesnokov Op. 24-6,Let My Prayer Arise,1136,gvHAqjODCcI,https://music.youtube.com/watch?v=gvHAqjODCcI,3,0.6927,title_only,O7jkjB,Let My Prayer Arise,The Spirit of Orthodoxy Choir,https://getsongbpm.com/song/let-my-prayer-arise/O7jkjB,,,,minor,,,
Seraphim Bit-Kharibi,Psalm 53,1140,h8T8iby670s,https://music.youtube.com/watch?v=h8T8iby670s,1,0.7561,title_only,pYVZ32,Psalm 53,Prince Far I,https://getsongbpm.com/song/psalm-53/pYVZ32,,,,minor,,,
Seraphim Bit-Kharibi,Psalm 53,1140,h8T8iby670s,https://music.youtube.com/watch?v=h8T8iby670s,2,0.6479,title_only,PNGjZ4,Psalm 53: Iedereen Is Slecht,Psalmen voor Nu,https://getsongbpm.com/song/psalm-53-iedereen-is-slecht/PNGjZ4,90,4/4,A,major,4d,61,20
Seraphim Bit-Kharibi,Psalm 53,1140,h8T8iby670s,https://music.youtube.com/watch?v=h8T8iby670s,3,0.6287,title_only,ElNNVk,Psalm 53 : Le Fol Malin,Jan Pieterszoon Sweelinck,https://getsongbpm.com/song/psalm-53-le-fol-malin/ElNNVk,75,4/4,C,minor,10m,25,100
Der Weg Einer Freiheit,Immortal,1141,CFzGM3x-vbA,https://music.youtube.com/watch?v=CFzGM3x-vbA,1,0.7726,title_only,K69rr,Immortal,Decoded Feedback,https://getsongbpm.com/song/immortal/K69rr,120,4/4,C,minor,10m,57,1
Der Weg Einer Freiheit,Immortal,1141,CFzGM3x-vbA,https://music.youtube.com/watch?v=CFzGM3x-vbA,2,0.7561,title_only,AnVBl,Immortal,Helloween,https://getsongbpm.com/song/immortal/AnVBl,114,4/4,E,minor,2m,50,1
Der Weg Einer Freiheit,Immortal,1141,CFzGM3x-vbA,https://music.youtube.com/watch?v=CFzGM3x-vbA,3,0.7491,title_only,3jxWp,Immortal,Jane Jensen,https://getsongbpm.com/song/immortal/3jxWp,125,4/4,C,major,1d,56,1
Seraphim Bit-Kharibi,Psalm 50,1142,94ByPx0G6fA,https://music.youtube.com/watch?v=94ByPx0G6fA,1,0.7114,title_only,lY4Dkg,Psalm 50 (51): Quarta Et Ult. Pars: Domine Labia Mea Aperies,Andrea Gabrieli,https://getsongbpm.com/song/psalm-50-51-quarta-et-ultpoint-pars-domine-labia-mea-aperies/lY4Dkg,,,,minor,,,
Seraphim Bit-Kharibi,Psalm 50,1142,94ByPx0G6fA,https://music.youtube.com/watch?v=94ByPx0G6fA,2,0.7114,title_only,kR4DjN,Psalm 50 (51): Tertia Pars: Cor Mundum Crea In Me Deus,Andrea Gabrieli,https://getsongbpm.com/song/psalm-50-51-tertia-pars-cor-mundum-crea-in-me-deus/kR4DjN,,,,minor,,,
Seraphim Bit-Kharibi,Psalm 50,1142,94ByPx0G6fA,https://music.youtube.com/watch?v=94ByPx0G6fA,3,0.7114,title_only,jR4LgP,Psalm 50 (51): Secunda Pars: Ecce Enim In Iniquitatibus Conceptus Sum,Andrea Gabrieli,https://getsongbpm.com/song/psalm-50-51-secunda-pars-ecce-enim-in-iniquitatibus-conceptus-sum/jR4LgP,,,,minor,,,
Patrick Lenk,Lo Boier,1143,AmZMPUQUFNk,https://music.youtube.com/watch?v=AmZMPUQUFNk,1,0.7916,title_only,NLqPgL,Lo Boièr,Fai Lum,https://getsongbpm.com/song/lo-boier/NLqPgL,,,,minor,,,
Patrick Lenk,Lo Boier,1143,AmZMPUQUFNk,https://music.youtube.com/watch?v=AmZMPUQUFNk,2,0.7686,title_only,E9jjkW,Lo Boier,Christian Koenig,https://getsongbpm.com/song/lo-boier/E9jjkW,,,,minor,,,
Patrick Lenk,Lo Boier,1143,AmZMPUQUFNk,https://music.youtube.com/watch?v=AmZMPUQUFNk,3,0.7600,title_only,Xo3R58,Lo Boier,Compagnie Rassegna,https://getsongbpm.com/song/lo-boier/Xo3R58,,,,minor,,,
Alexandr Misko,Smooth Criminal,1146,0EnsQvXw3u0,https://music.youtube.com/watch?v=0EnsQvXw3u0,1,0.8200,title_only,EPVgY,Smooth Criminal,Alien Ant Farm,https://getsongbpm.com/song/smooth-criminal/EPVgY,128,4/4,A,minor,1m,65,1
Alexandr Misko,Smooth Criminal,1146,0EnsQvXw3u0,https://music.youtube.com/watch?v=0EnsQvXw3u0,2,0.7480,title_only,yP6pVz,Smooth Criminal,Smith College Smiffenpoofs,https://getsongbpm.com/song/smooth-criminal/yP6pVz,,,,minor,,,
Alexandr Misko,Smooth Criminal,1146,0EnsQvXw3u0,https://music.youtube.com/watch?v=0EnsQvXw3u0,3,0.7393,title_only,p8P4r,Smooth Criminal,Michael Jackson,https://getsongbpm.com/song/smooth-criminal/p8P4r,117,4/4,A,minor,1m,86,25
Holy Transfiguration Monastery,Blessed Is the Man,1151,ekG3q8wPaW4,https://music.youtube.com/watch?v=ekG3q8wPaW4,1,0.7794,title_only,pYO9JN,Blessed Is The Man,Novospassky Monastery Male Choir,https://getsongbpm.com/song/blessed-is-the-man/pYO9JN,,,,minor,,,
Holy Transfiguration Monastery,Blessed Is the Man,1151,ekG3q8wPaW4,https://music.youtube.com/watch?v=ekG3q8wPaW4,2,0.7110,title_only,KOOpjR,Blessed Is The Man,Russian Orthodox Cathedral Choir of Paris,https://getsongbpm.com/song/blessed-is-the-man/KOOpjR,,,,minor,,,
Holy Transfiguration Monastery,Blessed Is the Man,1151,ekG3q8wPaW4,https://music.youtube.com/watch?v=ekG3q8wPaW4,3,0.7055,title_only,Q1lmlM,Blessed Is The Man,The Spirit of Orthodoxy Choir,https://getsongbpm.com/song/blessed-is-the-man/Q1lmlM,,,,minor,,,
Alexander,Christ Has Risen,1152,oQfuvcerLTQ,https://music.youtube.com/watch?v=oQfuvcerLTQ,1,0.7525,title_only,Nx0AR2,Christ Has Risen,Keith and Kristyn Getty,https://getsongbpm.com/song/christ-has-risen/Nx0AR2,130,4/4,E,major,5d,76,42
Alexander,Christ Has Risen,1152,oQfuvcerLTQ,https://music.youtube.com/watch?v=oQfuvcerLTQ,2,0.7055,title_only,KOLmpx,Christ Has Risen,Costas Zorbas,https://getsongbpm.com/song/christ-has-risen/KOLmpx,,,,minor,,,
Shinnobu,The Man,1157,9Ic3vl_Zdsc,https://music.youtube.com/watch?v=9Ic3vl_Zdsc,1,0.7600,title_only,3Vvlx,The Man,Riot,https://getsongbpm.com/song/the-man/3Vvlx,175,4/4,F#,minor,4m,38,6
Shinnobu,The Man,1157,9Ic3vl_Zdsc,https://music.youtube.com/watch?v=9Ic3vl_Zdsc,2,0.7120,title_only,zvAGY,The Man,Randy Newman,https://getsongbpm.com/song/the-man/zvAGY,102,4/4,B,major,6d,56,26
Shinnobu,The Man,1157,9Ic3vl_Zdsc,https://music.youtube.com/watch?v=9Ic3vl_Zdsc,3,0.7026,title_only,AMA9B,The Man,Large Professor,https://getsongbpm.com/song/the-man/AMA9B,177,4/4,D#,minor,7m,60,13
Vangelis,Blade Runner Blues,1158,ECYLHiXvrBQ,https://music.youtube.com/watch?v=ECYLHiXvrBQ,1,0.8062,title_only,qj53Jy,Blade Runner Blues,Balls,https://getsongbpm.com/song/blade-runner-blues/qj53Jy,106,4/4,D,major,3d,19,48
Vangelis,Blade Runner Blues,1158,ECYLHiXvrBQ,https://music.youtube.com/watch?v=ECYLHiXvrBQ,2,0.7382,title_only,wjLnZR,Blade Runner Blues,Fausto Papetti,https://getsongbpm.com/song/blade-runner-blues/wjLnZR,73,4/4,C#,major,8d,27,79
Vangelis,Blade Runner Blues,1158,ECYLHiXvrBQ,https://music.youtube.com/watch?v=ECYLHiXvrBQ,3,0.7300,title_only,83knPj,Blade Runner Blues,Edgar Rothermich,https://getsongbpm.com/song/blade-runner-blues/83knPj,113,3/4,G,major,2d,20,34
Elton John; Luciano Pavarotti; Orchestra Filarmonica Di Torino; Marco Armiliato,Live Like Horses (Live Finale Version),1162,6rPN7NMzd8Y,https://music.youtube.com/watch?v=6rPN7NMzd8Y,1,0.9232,title_first3,AMXYl,Live Like Horses,Elton John,https://getsongbpm.com/song/live-like-horses/AMXYl,130,4/4,C#,major,8d,46,33
Elton John; Luciano Pavarotti; Orchestra Filarmonica Di Torino; Marco Armiliato,Live Like Horses (Live Finale Version),1162,6rPN7NMzd8Y,https://music.youtube.com/watch?v=6rPN7NMzd8Y,2,0.6479,title_first2,W7XPmJ,Live Like,Nemjuci,https://getsongbpm.com/song/live-like/W7XPmJ,101,4/4,C,major,1d,46,3
Kvitka Cisyk,I Will Go to the Distant Hills,1167,C7kkj5qsayA,https://music.youtube.com/watch?v=C7kkj5qsayA,1,0.7003,title_first2,oO2J3,I Will,Tim Curry,https://getsongbpm.com/song/i-will/oO2J3,134,4/4,F,major,12d,77,26
Kvitka Cisyk,I Will Go to the Distant Hills,1167,C7kkj5qsayA,https://music.youtube.com/watch?v=C7kkj5qsayA,2,0.6965,title_first2,krrKE,I Will,Billy Ray Cyrus,https://getsongbpm.com/song/i-will/krrKE,158,3/4,D#,major,10d,29,2
Kvitka Cisyk,I Will Go to the Distant Hills,1167,C7kkj5qsayA,https://music.youtube.com/watch?v=C7kkj5qsayA,3,0.6832,title_first3,pgA4A2,I Will Go,Sandra Cross,https://getsongbpm.com/song/i-will-go/pgA4A2,91,4/4,C,major,1d,86,7
Nuages,Closer,1170,Fds3Z7TBjlQ,https://music.youtube.com/watch?v=Fds3Z7TBjlQ,1,0.7840,title_only,Nz1p,Closer,Numb,https://getsongbpm.com/song/closer/Nz1p,152,4/4,F#,major,7d,45,1
Nuages,Closer,1170,Fds3Z7TBjlQ,https://music.youtube.com/watch?v=Fds3Z7TBjlQ,2,0.7840,title_only,G8A7,Closer,Ring,https://getsongbpm.com/song/closer/G8A7,91,4/4,F,major,12d,54,1
Nuages,Closer,1170,Fds3Z7TBjlQ,https://music.youtube.com/watch?v=Fds3Z7TBjlQ,3,0.7480,title_only,86Gk3,Closer,Richard Cheese,https://getsongbpm.com/song/closer/86Gk3,105,4/4,G#,major,9d,86,52
Kvitka Cisyk,Two Colors,1188,tAy3vB2xCSo,https://music.youtube.com/watch?v=tAy3vB2xCSo,1,0.7671,title_only,mQBRjO,Two Colors,Viter,https://getsongbpm.com/song/two-colors/mQBRjO,135,4/4,C,minor,10m,54,46
Kvitka Cisyk,Two Colors,1188,tAy3vB2xCSo,https://music.youtube.com/watch?v=tAy3vB2xCSo,2,0.7026,title_only,nZnp6D,Two Colors,Enrico Rava,https://getsongbpm.com/song/two-colors/nZnp6D,91,4/4,F,major,12d,18,96
Stevie T ft. Jim Carrey,You Don't Bring Me Flowers,1190,7t3a_wk904E,https://music.youtube.com/watch?v=7t3a_wk904E,1,0.8457,title_only,zm6gkr,You Don't Bring Me Flowers,Steve Hofmeyr,https://getsongbpm.com/song/you-don-t-bring-me-flowers/zm6gkr,117,4/4,C,major,1d,30,29
Stevie T ft. Jim Carrey,You Don't Bring Me Flowers,1190,7t3a_wk904E,https://music.youtube.com/watch?v=7t3a_wk904E,2,0.7600,title_only,A4RY3,You Don't Bring Me Flowers,Barbra Streisand,https://getsongbpm.com/song/you-don-t-bring-me-flowers/A4RY3,67,4/4,C,major,1d,16,88
Stevie T ft. Jim Carrey,You Don't Bring Me Flowers,1190,7t3a_wk904E,https://music.youtube.com/watch?v=7t3a_wk904E,3,0.7480,title_only,WpNRo,You Don't Bring Me Flowers,Neil Diamond,https://getsongbpm.com/song/you-don-t-bring-me-flowers/WpNRo,67,4/4,C,major,1d,16,88
Kvitka Cisyk,Dearest Mother Of Mine,1193,jwtVa5R8qAE,https://music.youtube.com/watch?v=jwtVa5R8qAE,1,0.6390,title_first2,73B2w8,Dearest Mother,Halfway,https://getsongbpm.com/song/dearest-mother/73B2w8,122,4/4,A,major,4d,56,25
Electro-Light,Symbolism,1194,f6Zk4Lx0cJ4,https://music.youtube.com/watch?v=f6Zk4Lx0cJ4,1,0.8200,title_only,BLv0rk,Symbolism,Delerium,https://getsongbpm.com/song/symbolism/BLv0rk,160,4/4,C#,major,8d,10,11
Electro-Light,Symbolism,1194,f6Zk4Lx0cJ4,https://music.youtube.com/watch?v=f6Zk4Lx0cJ4,2,0.7600,title_only,E7Mnk,Symbolism,The Grouch,https://getsongbpm.com/song/symbolism/E7Mnk,94,4/4,C,minor,10m,75,42
Electro-Light,Symbolism,1194,f6Zk4Lx0cJ4,https://music.youtube.com/watch?v=f6Zk4Lx0cJ4,3,0.7247,title_only,1wl81m,Symbolism,DRONE,https://getsongbpm.com/song/symbolism/1wl81m,,,,minor,,,
Jordan Critz,Starry Night,1202,xSXzw1XiDVw,https://music.youtube.com/watch?v=xSXzw1XiDVw,1,0.8200,title_only,y924w,Starry Night,Joe Satriani,https://getsongbpm.com/song/starry-night/y924w,144,4/4,C,major,1d,64,22
Jordan Critz,Starry Night,1202,xSXzw1XiDVw,https://music.youtube.com/watch?v=xSXzw1XiDVw,2,0.7900,title_only,1B3QP,Starry Night,Ed Van Fleet,https://getsongbpm.com/song/starry-night/1B3QP,,,,minor,,,
Jordan Critz,Starry Night,1202,xSXzw1XiDVw,https://music.youtube.com/watch?v=xSXzw1XiDVw,3,0.7264,title_only,vMmDn,Starry Night,Davy Spillane,https://getsongbpm.com/song/starry-night/vMmDn,124,4/4,A,minor,1m,58,66
Yoshihisa Hirano,Kyrie II,1206,fr3QRSw-UN0,https://music.youtube.com/watch?v=fr3QRSw-UN0,1,0.7360,title_only,6RDVrV,Kyrie II,Kronos Quartet,https://getsongbpm.com/song/kyrie-ii/6RDVrV,139,4/4,D,major,3d,17,99
Yoshihisa Hirano,Kyrie II,1206,fr3QRSw-UN0,https://music.youtube.com/watch?v=fr3QRSw-UN0,2,0.7329,title_only,Jq3jEl,Kyrie II,Fernando Ortega,https://getsongbpm.com/song/kyrie-ii/Jq3jEl,129,5/4,A,major,4d,32,100
Yoshihisa Hirano,Kyrie II,1206,fr3QRSw-UN0,https://music.youtube.com/watch?v=fr3QRSw-UN0,3,0.6649,title_only,jqXJGP,Kyrie III,Kronos Quartet,https://getsongbpm.com/song/kyrie-iii/jqXJGP,108,4/4,G,major,2d,20,98
Kordhell,Killa,1209,Rvb20s1Ozek,https://music.youtube.com/watch?v=Rvb20s1Ozek,1,0.7508,title_only,vgE3Kn,Killa,Silla,https://getsongbpm.com/song/killa/vgE3Kn,89,4/4,G#,major,9d,70,23
Kordhell,Killa,1209,Rvb20s1Ozek,https://music.youtube.com/watch?v=Rvb20s1Ozek,2,0.7360,title_only,6RA037,Killa,Cherish,https://getsongbpm.com/song/killa/6RA037,112,4/4,F,minor,9m,80,4
Kordhell,Killa,1209,Rvb20s1Ozek,https://music.youtube.com/watch?v=Rvb20s1Ozek,3,0.7247,title_only,ElzXWg,Killa,tUnE-yArDs,https://getsongbpm.com/song/killa/ElzXWg,115,4/4,C,major,1d,84,24
FindMyName,Hide N Seek,1210,HtfsDrGEnXk,https://music.youtube.com/watch?v=HtfsDrGEnXk,1,0.7200,title_only,qx4j2G,Hide N Seek,Sontiago,https://getsongbpm.com/song/hide-n-seek/qx4j2G,167,4/4,B,minor,3m,64,63
FindMyName,Hide N Seek,1210,HtfsDrGEnXk,https://music.youtube.com/watch?v=HtfsDrGEnXk,2,0.6743,title_only,mOjnEO,Hide N Seek,Lucky Seven,https://getsongbpm.com/song/hide-n-seek/mOjnEO,186,4/4,F,minor,9m,46,2
FindMyName,Hide N Seek,1210,HtfsDrGEnXk,https://music.youtube.com/watch?v=HtfsDrGEnXk,3,0.6208,title_only,VNj9v,Hide N Seekin',Paul Westerberg,https://getsongbpm.com/song/hide-n-seekin/VNj9v,92,4/4,E,minor,2m,35,71
KUTE; Kordhell,Dead on Arrival,1212,bhwEhBRbe4s,https://music.youtube.com/watch?v=bhwEhBRbe4s,1,0.7231,title_only,J6NZAD,Dead On Arrival,Vitamin String Quartet,https://getsongbpm.com/song/dead-on-arrival/J6NZAD,99,4/4,C,major,1d,67,67
KUTE; Kordhell,Dead on Arrival,1212,bhwEhBRbe4s,https://music.youtube.com/watch?v=bhwEhBRbe4s,2,0.7120,title_only,4nqx,Dead On Arrival,Spacer,https://getsongbpm.com/song/dead-on-arrival/4nqx,125,4/4,G,major,2d,73,5
KUTE; Kordhell,Dead on Arrival,1212,bhwEhBRbe4s,https://music.youtube.com/watch?v=bhwEhBRbe4s,3,0.7086,title_only,J70Jy,Dead On Arrival,Throbbing Gristle,https://getsongbpm.com/song/dead-on-arrival/J70Jy,147,4/4,F,minor,9m,77,15
KUTE; RAIZHELL,ANUBIS,1213,-My3J4qmlWU,https://music.youtube.com/watch?v=-My3J4qmlWU,1,0.7943,title_only,5yDWlK,Anubis,Nik Turner,https://getsongbpm.com/song/anubis/5yDWlK,105,4/4,G#,minor,6m,65,1
KUTE; RAIZHELL,ANUBIS,1213,-My3J4qmlWU,https://music.youtube.com/watch?v=-My3J4qmlWU,2,0.7840,title_only,4ZMQn,Anubis,Würzel,https://getsongbpm.com/song/anubis/4ZMQn,83,4/4,D,major,3d,15,93
KUTE; RAIZHELL,ANUBIS,1213,-My3J4qmlWU,https://music.youtube.com/watch?v=-My3J4qmlWU,3,0.7600,title_only,71Xv1,ANUBIS,LUNA SEA,https://getsongbpm.com/song/anubis/71Xv1,149,4/4,E,minor,2m,48,2
KSLV Noh,Disaster,1225,7Ua_ilBIx9A,https://music.youtube.com/watch?v=7Ua_ilBIx9A,1,0.7537,title_only,r4QYE,Disaster,Christopher,https://getsongbpm.com/song/disaster/r4QYE,113,4/4,B,major,6d,42,4
KSLV Noh,Disaster,1225,7Ua_ilBIx9A,https://music.youtube.com/watch?v=7Ua_ilBIx9A,2,0.7382,title_only,66LBR,Disaster,Pissing Razors,https://getsongbpm.com/song/disaster/66LBR,105,3/4,G,major,2d,32,1
KSLV Noh,Disaster,1225,7Ua_ilBIx9A,https://music.youtube.com/watch?v=7Ua_ilBIx9A,3,0.7382,title_only,KD2ZY,Disaster,The Ashtray Hearts,https://getsongbpm.com/song/disaster/KD2ZY,127,4/4,C,major,1d,55,1
PlayaPhonk,IMMORTAL,1227,5BG6o53cJj0,https://music.youtube.com/watch?v=5BG6o53cJj0,1,0.7537,title_only,AnVBl,Immortal,Helloween,https://getsongbpm.com/song/immortal/AnVBl,114,4/4,E,minor,2m,50,1
PlayaPhonk,IMMORTAL,1227,5BG6o53cJj0,https://music.youtube.com/watch?v=5BG6o53cJj0,2,0.7360,title_only,0L9Pv,Immortal,Sasha,https://getsongbpm.com/song/immortal/0L9Pv,178,4/4,F#,minor,4m,46,1
PlayaPhonk,IMMORTAL,1227,5BG6o53cJj0,https://music.youtube.com/watch?v=5BG6o53cJj0,3,0.7360,title_only,qDBwp,Immortal,Blame,https://getsongbpm.com/song/immortal/qDBwp,114,4/4,A,minor,1m,49,67
Kordhell,MURDER PLOT,1228,w1JjPvLAzRE,https://music.youtube.com/watch?v=w1JjPvLAzRE,1,0.6592,title_only,O9oGr,Murder Plot Twist,Oddjobs,https://getsongbpm.com/song/murder-plot-twist/O9oGr,87,4/4,C#,major,8d,84,24
Ghostface Playa,I Don't Give a Fuck (feat. Pharmacist),1229,cZfb2HU7c9o,https://music.youtube.com/watch?v=cZfb2HU7c9o,1,0.7965,simplified_title_only,BNY32,I Don't Give A Fuck,Master P,https://getsongbpm.com/song/i-don-t-give-a-fuck/BNY32,97,4/4,G,major,2d,84,2
Ghostface Playa,I Don't Give a Fuck (feat. Pharmacist),1229,cZfb2HU7c9o,https://music.youtube.com/watch?v=cZfb2HU7c9o,2,0.7480,simplified_title_only,R6rL7V,I Don't Give A Fuck,W.A.S.T.E.,https://getsongbpm.com/song/i-don-t-give-a-fuck/R6rL7V,147,4/4,B,minor,3m,78,8
Ghostface Playa,I Don't Give a Fuck (feat. Pharmacist),1229,cZfb2HU7c9o,https://music.youtube.com/watch?v=cZfb2HU7c9o,3,0.7382,simplified_title_only,AVW3,I Don't Give A Fuck,Abscess,https://getsongbpm.com/song/i-don-t-give-a-fuck/AVW3,110,4/4,G,major,2d,29,1
Chris Norman; Suzi Quatro,Stumblin' In,1237,3fHkPX7U91g,https://music.youtube.com/watch?v=3fHkPX7U91g,1,0.7652,title_only,jRwBVB,Stumblin' In,Bernie Paul,https://getsongbpm.com/song/stumblin-in/jRwBVB,128,4/4,G,major,2d,66,8
Chris Norman; Suzi Quatro,Stumblin' In,1237,3fHkPX7U91g,https://music.youtube.com/watch?v=3fHkPX7U91g,2,0.7537,title_only,GvZ510,Stumblin' In,Nianell,https://getsongbpm.com/song/stumblin-in/GvZ510,129,4/4,G,major,2d,68,3
Chris Norman; Suzi Quatro,Stumblin' In,1237,3fHkPX7U91g,https://music.youtube.com/watch?v=3fHkPX7U91g,3,0.6800,title_only,lOZVk1,Stumblin' In,X-Sonic,https://getsongbpm.com/song/stumblin-in/lOZVk1,139,4/4,F,major,12d,56,1
Albano Carrisi,Ti Amo (Version 2010),1243,1SeoYxmpwUs,https://music.youtube.com/watch?v=1SeoYxmpwUs,1,0.7037,title_first2,mZG3QO,Ti Amo,Nando Reis & Os Infernais,https://getsongbpm.com/song/ti-amo/mZG3QO,67,4/4,G,major,2d,38,86
Albano Carrisi,Ti Amo (Version 2010),1243,1SeoYxmpwUs,https://music.youtube.com/watch?v=1SeoYxmpwUs,2,0.6918,title_first2,rgp1L,Ti Amo,Laura Branigan,https://getsongbpm.com/song/ti-amo/rgp1L,184,3/4,F,major,12d,58,43
Albano Carrisi,Ti Amo (Version 2010),1243,1SeoYxmpwUs,https://music.youtube.com/watch?v=1SeoYxmpwUs,3,0.6712,title_first2,zYzBY,Ti Amo,Dalida,https://getsongbpm.com/song/ti-amo/zYzBY,123,4/4,A#,major,11d,72,57
Sheryl Crow,Tomorrow Never Dies,1246,rwDUWnOVf0c,https://music.youtube.com/watch?v=rwDUWnOVf0c,1,0.8036,title_only,wpvMV1,Tomorrow Never Dies,Mister Bond,https://getsongbpm.com/song/tomorrow-never-dies/wpvMV1,115,4/4,C,minor,10m,80,52
Sheryl Crow,Tomorrow Never Dies,1246,rwDUWnOVf0c,https://music.youtube.com/watch?v=rwDUWnOVf0c,2,0.7840,title_only,goEA9,Tomorrow Never Dies,Sara Noxx,https://getsongbpm.com/song/tomorrow-never-dies/goEA9,119,4/4,F,major,12d,63,3
Sheryl Crow,Tomorrow Never Dies,1246,rwDUWnOVf0c,https://music.youtube.com/watch?v=rwDUWnOVf0c,3,0.7247,title_only,VAgl99,Tomorrow Never Dies,United Studio Orchestra,https://getsongbpm.com/song/tomorrow-never-dies/VAgl99,109,3/4,C,minor,10m,24,21
Frédéric Chopin,"Nocturne No. 2 in E flat Major, Op. 9,2",1278,bVeOdm-29pU,https://music.youtube.com/watch?v=bVeOdm-29pU,1,0.8512,title_first3,ZYlAAE,Nocturne No. 2,Fryderyk Chopin,https://getsongbpm.com/song/nocturne-nopoint-2/ZYlAAE,68,4/4,C#,major,8d,27,100
Frédéric Chopin,"Nocturne No. 2 in E flat Major, Op. 9,2",1278,bVeOdm-29pU,https://music.youtube.com/watch?v=bVeOdm-29pU,2,0.7701,title_first3,g5X146,"Nocturne No. 2 En Mi Bémol Majeur, Op. 9 No. 2",Fryderyk Chopin,https://getsongbpm.com/song/nocturne-nopoint-2-en-mi-bemol-majeur-oppoint-9-nopoint-2/g5X146,,,,minor,,,
Frédéric Chopin,"Nocturne No. 2 in E flat Major, Op. 9,2",1278,bVeOdm-29pU,https://music.youtube.com/watch?v=bVeOdm-29pU,3,0.7072,title_first3,ADxr71,Nocturne No. 2,Erik Satie,https://getsongbpm.com/song/nocturne-nopoint-2/ADxr71,132,4/4,D,major,3d,43,100
BrunoPelletier1,Notre Dame de Paris Le Temps des Cathédrales,1280,dSa0Z0Yd0J0,https://music.youtube.com/watch?v=dSa0Z0Yd0J0,1,0.6941,title_first2,MjyGQQ,Notre Dame,Berthet,https://getsongbpm.com/song/notre-dame/MjyGQQ,76,3/4,C#,minor,5m,23,92
BrunoPelletier1,Notre Dame de Paris Le Temps des Cathédrales,1280,dSa0Z0Yd0J0,https://music.youtube.com/watch?v=dSa0Z0Yd0J0,2,0.6793,title_first3,W6vAy4,Notre Dame De Paris,Rondo Fantastico,https://getsongbpm.com/song/notre-dame-de-paris/W6vAy4,115,4/4,G,major,2d,57,1
BrunoPelletier1,Notre Dame de Paris Le Temps des Cathédrales,1280,dSa0Z0Yd0J0,https://music.youtube.com/watch?v=dSa0Z0Yd0J0,3,0.6592,title_first2,JZXoQP,Nôtre Dame,Francisco Nixon,https://getsongbpm.com/song/notre-dame/JZXoQP,119,4/4,E,major,5d,35,17
Moby,"Extreme Ways (From The ""Bourne"" Film Series)",1289,aYAoeYE9CLs,https://music.youtube.com/watch?v=aYAoeYE9CLs,1,0.9232,title_first2,z6QYq,Extreme Ways,Moby,https://getsongbpm.com/song/extreme-ways/z6QYq,99,4/4,A,minor,1m,52,1
Hans Zimmer,No Time for Caution,1291,2o9KfyPqQzY,https://music.youtube.com/watch?v=2o9KfyPqQzY,1,0.7017,title_first2,WAmn,No Time,Gates of Ishtar,https://getsongbpm.com/song/no-time/WAmn,96,4/4,C,major,1d,18,1
Hans Zimmer,No Time for Caution,1291,2o9KfyPqQzY,https://music.youtube.com/watch?v=2o9KfyPqQzY,2,0.6903,title_first2,YlLgK,No Time,The Saints,https://getsongbpm.com/song/no-time/YlLgK,90,4/4,A,major,4d,29,1
Hans Zimmer,No Time for Caution,1291,2o9KfyPqQzY,https://music.youtube.com/watch?v=2o9KfyPqQzY,3,0.6884,title_first2,AnJZO,No Time,Robin Trower,https://getsongbpm.com/song/no-time/AnJZO,127,1/4,G#,major,9d,43,43
Hans Zimmer,Wheel of Fortune,1292,XMgMOYKZ96g,https://music.youtube.com/watch?v=XMgMOYKZ96g,1,0.8000,title_only,J3k6v,Wheel Of Fortune,Anyone's Daughter,https://getsongbpm.com/song/wheel-of-fortune/J3k6v,101,4/4,D,major,3d,58,2
Hans Zimmer,Wheel of Fortune,1292,XMgMOYKZ96g,https://music.youtube.com/watch?v=XMgMOYKZ96g,2,0.7771,title_only,p4r1Q,Wheel Of Fortune,Susan Raye,https://getsongbpm.com/song/wheel-of-fortune/p4r1Q,83,4/4,G#,major,9d,40,68
Hans Zimmer,Wheel of Fortune,1292,XMgMOYKZ96g,https://music.youtube.com/watch?v=XMgMOYKZ96g,3,0.7652,title_only,XoG2A,Wheel Of Fortune,Allan Taylor,https://getsongbpm.com/song/wheel-of-fortune/XoG2A,84,4/4,B,minor,3m,57,60
Hans Zimmer,Dinner Is Served,1294,z9vs_UCmfdA,https://music.youtube.com/watch?v=z9vs_UCmfdA,1,0.7943,title_only,8qyZ45,Dinner Is Served,Disastrous Murmur,https://getsongbpm.com/song/dinner-is-served/8qyZ45,84,3/4,C,minor,10m,34,14
Hans Zimmer,Dinner Is Served,1294,z9vs_UCmfdA,https://music.youtube.com/watch?v=z9vs_UCmfdA,2,0.7247,title_only,Eq4J7N,Dinner Is Served,Insult,https://getsongbpm.com/song/dinner-is-served/Eq4J7N,96,3/4,A#,minor,8m,22,1
Hans Zimmer,Dinner Is Served,1294,z9vs_UCmfdA,https://music.youtube.com/watch?v=z9vs_UCmfdA,3,0.7026,title_only,83jMrj,Dinner Is Served,Trife Diesel,https://getsongbpm.com/song/dinner-is-served/83jMrj,69,1/4,C#,minor,5m,51,3
