normalized_artists,normalized_title,source_position,video_id,video_url,candidate_rank,candidate_score,candidate_variant,getsongbpm_song_id,getsongbpm_title,getsongbpm_artist,getsongbpm_uri,tempo,time_sig,key_of,mode,open_key,danceability,acousticness
Blade and Bath,How to Enjoy Life?,394,J0_Z5543V5Y,https://music.youtube.com/watch?v=J0_Z5543V5Y,1,0.6784,title_first2,XQEqK8,How To,Hidden Turn,https://getsongbpm.com/song/how-to/XQEqK8,172,4/4,D,major,3d,73,1
Blade and Bath,How to Enjoy Life?,394,J0_Z5543V5Y,https://music.youtube.com/watch?v=J0_Z5543V5Y,2,0.6699,title_first2,3lPKlO,How To,David Garland,https://getsongbpm.com/song/how-to/3lPKlO,168,4/4,D,minor,12m,68,28
Blade and Bath,How to Enjoy Life?,394,J0_Z5543V5Y,https://music.youtube.com/watch?v=J0_Z5543V5Y,3,0.6390,title_first2,w0Ll1J,How To,Dynah,https://getsongbpm.com/song/how-to/w0Ll1J,126,4/4,G,major,2d,50,1
Blade and Bath,Trouble Sleeping,395,4v3gYpwo2yE,https://music.youtube.com/watch?v=4v3gYpwo2yE,1,0.7794,title_only,5vB7A,Trouble Sleeping,Trashcan Sinatras,https://getsongbpm.com/song/trouble-sleeping/5vB7A,74,4/4,D#,major,10d,54,24
Blade and Bath,Trouble Sleeping,395,4v3gYpwo2yE,https://music.youtube.com/watch?v=4v3gYpwo2yE,2,0.7794,title_only,kRw1VJ,Trouble Sleeping,Trashcan Sinatras,https://getsongbpm.com/song/trouble-sleeping/kRw1VJ,74,4/4,D#,major,10d,54,24
Blade and Bath,Trouble Sleeping,395,4v3gYpwo2yE,https://music.youtube.com/watch?v=4v3gYpwo2yE,3,0.7600,title_only,2jJ01,Trouble Sleeping,The Letters Organize,https://getsongbpm.com/song/trouble-sleeping/2jJ01,177,4/4,E,minor,2m,16,1
Wounded Masquerade,I want to disappear,403,n10IVykcoS4,https://music.youtube.com/watch?v=n10IVykcoS4,1,0.7762,title_only,nRwBA5,I Want To Disappear,Those Poor Bastards,https://getsongbpm.com/song/i-want-to-disappear/nRwBA5,139,5/4,G,minor,11m,58,58
Wounded Masquerade,I want to disappear,403,n10IVykcoS4,https://music.youtube.com/watch?v=n10IVykcoS4,2,0.7525,title_only,NxZjkp,I Want To Disappear,Marilyn Manson,https://getsongbpm.com/song/i-want-to-disappear/NxZjkp,144,4/4,C#,minor,5m,43,1
Wounded Masquerade,I want to disappear,403,n10IVykcoS4,https://music.youtube.com/watch?v=n10IVykcoS4,3,0.6903,title_first2,B6lmQ,I Want,The Apples in Stereo,https://getsongbpm.com/song/i-want/B6lmQ,139,4/4,C,major,1d,38,2
Blade and Bath; Блукання Самотньої Особистості,You Are Gone,404,W8LjCZoaFC0,https://music.youtube.com/watch?v=W8LjCZoaFC0,1,0.7026,title_only,14woV,You Are Gone,The Cruel Sea,https://getsongbpm.com/song/you-are-gone/14woV,92,4/4,F,major,12d,74,5
Blade and Bath; Блукання Самотньої Особистості,You Are Gone,404,W8LjCZoaFC0,https://music.youtube.com/watch?v=W8LjCZoaFC0,2,0.6976,title_only,oQrzgz,You Are Gone,The Buckinghams,https://getsongbpm.com/song/you-are-gone/oQrzgz,128,4/4,A,minor,1m,48,20
Blade and Bath; Блукання Самотньої Особистості,You Are Gone,404,W8LjCZoaFC0,https://music.youtube.com/watch?v=W8LjCZoaFC0,3,0.6976,title_only,o2oVn3,You Are Gone,The Buckinghams,https://getsongbpm.com/song/you-are-gone/o2oVn3,128,4/4,A,minor,1m,48,20
Wounded Masquerade,Everything you love will fade away,405,X8BVfcIkgV8,https://music.youtube.com/watch?v=X8BVfcIkgV8,1,0.6793,title_first3,0gwX1V,Everything You Love,Bob Schneider,https://getsongbpm.com/song/everything-you-love/0gwX1V,132,4/4,G,major,2d,52,1
Wounded Masquerade,Everything you love will fade away,405,X8BVfcIkgV8,https://music.youtube.com/watch?v=X8BVfcIkgV8,2,0.6740,title_first3,qxxvMR,Everything You Love,Chimaira,https://getsongbpm.com/song/everything-you-love/qxxvMR,134,4/4,E,minor,2m,60,1
Wounded Masquerade,Everything you love will fade away,405,X8BVfcIkgV8,https://music.youtube.com/watch?v=X8BVfcIkgV8,3,0.5899,title_first3,K1KwZM,Everything You Love,Eskimeaux,https://getsongbpm.com/song/everything-you-love/K1KwZM,139,4/4,C,major,1d,21,40
Wounded Masquerade,I ruin everything,409,lJiQuVHtsGc,https://music.youtube.com/watch?v=lJiQuVHtsGc,1,0.7273,title_only,pZxxrQ,I Ruin Everything,Ducking Punches,https://getsongbpm.com/song/i-ruin-everything/pZxxrQ,73,4/4,C,major,1d,49,16
Decalius,Loneliness,415,jbNZym6bEt8,https://music.youtube.com/watch?v=jbNZym6bEt8,1,0.7840,title_only,vx9pL,Loneliness,Danny Wilson,https://getsongbpm.com/song/loneliness/vx9pL,94,3/4,C,minor,10m,53,78
Decalius,Loneliness,415,jbNZym6bEt8,https://music.youtube.com/watch?v=jbNZym6bEt8,2,0.7750,title_only,pVDvm,Loneliness,Horslips,https://getsongbpm.com/song/loneliness/pVDvm,154,4/4,G,major,2d,28,1
Decalius,Loneliness,415,jbNZym6bEt8,https://music.youtube.com/watch?v=jbNZym6bEt8,3,0.7709,title_only,9gBzD,Loneliness,Raimonds Pauls,https://getsongbpm.com/song/loneliness/9gBzD,119,4/4,G,minor,11m,47,68
Blade and Bath,Useless,416,oZiUxAri5RE,https://music.youtube.com/watch?v=oZiUxAri5RE,1,0.7508,title_only,nZO67,Useless,Depeche Mode,https://getsongbpm.com/song/useless/nZO67,94,4/4,B,major,6d,62,2
Blade and Bath,Useless,416,oZiUxAri5RE,https://music.youtube.com/watch?v=oZiUxAri5RE,2,0.7429,title_only,rOKW,Useless,Crocodile Shop,https://getsongbpm.com/song/useless/rOKW,150,3/4,F,major,12d,80,21
Blade and Bath,Useless,416,oZiUxAri5RE,https://music.youtube.com/watch?v=oZiUxAri5RE,3,0.7264,title_only,q2DW7,Useless,Nothingface,https://getsongbpm.com/song/useless/q2DW7,118,4/4,G#,major,9d,47,1
Blade and Bath,In the Flame of My Memories,419,KkrPUIiX1AM,https://music.youtube.com/watch?v=KkrPUIiX1AM,1,0.7132,title_first3,6B1Z9z,In The Flame,Nat Monday,https://getsongbpm.com/song/in-the-flame/6B1Z9z,134,4/4,G,major,2d,55,1
Blade and Bath,In the Flame of My Memories,419,KkrPUIiX1AM,https://music.youtube.com/watch?v=KkrPUIiX1AM,2,0.6600,title_first3,qjX9op,In The Flame Of Error,Coheed and Cambria,https://getsongbpm.com/song/in-the-flame-of-error/qjX9op,79,3/4,C#,minor,5m,23,1
Blade and Bath,In the Flame of My Memories,419,KkrPUIiX1AM,https://music.youtube.com/watch?v=KkrPUIiX1AM,3,0.6066,title_first3,zp0Y0q,In The Flames Of Midsummer Pyre,Sarnath,https://getsongbpm.com/song/in-the-flames-of-midsummer-pyre/zp0Y0q,113,4/4,D,major,3d,41,1
Blade and Bath,Shot,420,2X-K28nCEo8,https://music.youtube.com/watch?v=2X-K28nCEo8,1,0.7927,title_only,04xmX,Shot,Tausend Tonnen Obst,https://getsongbpm.com/song/shot/04xmX,178,4/4,G#,major,9d,78,2
Blade and Bath,Shot,420,2X-K28nCEo8,https://music.youtube.com/watch?v=2X-K28nCEo8,2,0.7927,title_only,yR3DV,Shot,Tausend Tonnen Obst,https://getsongbpm.com/song/shot/yR3DV,122,4/4,G,major,2d,36,1
Blade and Bath,Shot,420,2X-K28nCEo8,https://music.youtube.com/watch?v=2X-K28nCEo8,3,0.7686,title_only,3WDZ9,Shot,Smackin' Isaiah,https://getsongbpm.com/song/shot/3WDZ9,,,,minor,,,
cloudyfield,crawl,421,e097hGFSGnc,https://music.youtube.com/watch?v=e097hGFSGnc,1,0.7750,title_only,Z80VQ,The Crawl,The Fabulous Thunderbirds,https://getsongbpm.com/song/the-crawl/Z80VQ,150,4/4,G#,major,9d,42,13
cloudyfield,crawl,421,e097hGFSGnc,https://music.youtube.com/watch?v=e097hGFSGnc,2,0.7750,title_only,kVOMY,The Crawl,The Fabulous Thunderbirds,https://getsongbpm.com/song/the-crawl/kVOMY,150,4/4,G#,major,9d,42,13
cloudyfield,crawl,421,e097hGFSGnc,https://music.youtube.com/watch?v=e097hGFSGnc,3,0.7264,title_only,kZ4rJ,The Crawl,Spirit of the West,https://getsongbpm.com/song/the-crawl/kZ4rJ,115,3/4,E,major,5d,61,68
Enrico Macias,Zingarella,423,vxNFXkXj8Z4,https://music.youtube.com/watch?v=vxNFXkXj8Z4,1,0.7890,title_only,vo9p0L,Zingarella,Biagio Antonacci,https://getsongbpm.com/song/zingarella/vo9p0L,76,1/4,A,minor,1m,34,69
Enrico Macias,Zingarella,423,vxNFXkXj8Z4,https://music.youtube.com/watch?v=vxNFXkXj8Z4,2,0.7200,title_only,jq9N4B,Zingarella,Golem,https://getsongbpm.com/song/zingarella/jq9N4B,178,4/4,D,major,3d,37,1
Enrico Macias,Zingarella,423,vxNFXkXj8Z4,https://music.youtube.com/watch?v=vxNFXkXj8Z4,3,0.6933,title_only,8nvk3,Zingarella,Wolf Krakowski,https://getsongbpm.com/song/zingarella/8nvk3,,,,minor,,,
juggler,so hard to quit you,425,z-qezf6oqwI,https://music.youtube.com/watch?v=z-qezf6oqwI,1,0.6903,title_first2,k283v,So Hard,Greg Brown,https://getsongbpm.com/song/so-hard/k283v,123,4/4,E,minor,2m,64,74
juggler,so hard to quit you,425,z-qezf6oqwI,https://music.youtube.com/watch?v=z-qezf6oqwI,2,0.6592,title_first2,ypmEE,So Hard,Fischer-Z,https://getsongbpm.com/song/so-hard/ypmEE,175,4/4,G,major,2d,46,12
juggler,so hard to quit you,425,z-qezf6oqwI,https://music.youtube.com/watch?v=z-qezf6oqwI,3,0.6432,title_first2,Mn9D3,So Hard,Cold Chisel,https://getsongbpm.com/song/so-hard/Mn9D3,122,4/4,E,major,5d,38,10
Blade and Bath,Misanthrope,426,5tWGOPn5Qoc,https://music.youtube.com/watch?v=5tWGOPn5Qoc,1,0.8295,title_only,AmDvl,Misanthrope,Death,https://getsongbpm.com/song/misanthrope/AmDvl,100,4/4,G,major,2d,39,1
Blade and Bath,Misanthrope,426,5tWGOPn5Qoc,https://music.youtube.com/watch?v=5tWGOPn5Qoc,2,0.7552,title_only,59K8B,MISanthROPE,Argyle Park,https://getsongbpm.com/song/misanthrope/59K8B,131,4/4,A#,minor,8m,55,1
Blade and Bath,Misanthrope,426,5tWGOPn5Qoc,https://music.youtube.com/watch?v=5tWGOPn5Qoc,3,0.7429,title_only,1wlPQV,Misanthrope,Page 12,https://getsongbpm.com/song/misanthrope/1wlPQV,98,4/4,C,major,1d,62,88
Blade and Bath & Saad,Tears of Broken Memories,427,4jtnVs_AeV8,https://music.youtube.com/watch?v=4jtnVs_AeV8,1,0.6370,title_first2,vQNBq8,Tears Of,Edgar Rothermich,https://getsongbpm.com/song/tears-of/vQNBq8,82,4/4,G,minor,11m,50,5
Blade and Bath & Saad,Tears of Broken Memories,427,4jtnVs_AeV8,https://music.youtube.com/watch?v=4jtnVs_AeV8,2,0.5702,title_first2,yA4LV,Tears Of A Broken Heart,Dynamic Twins,https://getsongbpm.com/song/tears-of-a-broken-heart/yA4LV,100,4/4,F#,major,7d,73,1
Blade and Bath & Saad,Tears of Broken Memories,427,4jtnVs_AeV8,https://music.youtube.com/watch?v=4jtnVs_AeV8,3,0.5674,title_first2,D97P4q,Tears Of A Broken Heart,The Brave,https://getsongbpm.com/song/tears-of-a-broken-heart/D97P4q,117,4/4,B,major,6d,65,3
Andy Williams,"Where Do I Begin (Love Theme from ""Love Story"")",431,cpu22VEdRRM,https://music.youtube.com/watch?v=cpu22VEdRRM,1,0.6965,title_first3,L8zl4w,Where Do I,Anything After,https://getsongbpm.com/song/where-do-i/L8zl4w,165,4/4,B,minor,3m,26,1
Andy Williams,"Where Do I Begin (Love Theme from ""Love Story"")",431,cpu22VEdRRM,https://music.youtube.com/watch?v=cpu22VEdRRM,2,0.6884,title_first3,lORxAj,Where Do I Begin,Maia Sharp,https://getsongbpm.com/song/where-do-i-begin/lORxAj,135,4/4,C,major,1d,41,56
Andy Williams,"Where Do I Begin (Love Theme from ""Love Story"")",431,cpu22VEdRRM,https://music.youtube.com/watch?v=cpu22VEdRRM,3,0.6832,title_first3,VOvXjo,Where Do I Begin,Ray Conniff,https://getsongbpm.com/song/where-do-i-begin/VOvXjo,83,4/4,A,minor,1m,52,65
Nextime; richmnkey,heavens,448,PR-CCYmUxCc,https://music.youtube.com/watch?v=PR-CCYmUxCc,1,0.8200,title_only,BNmYGk,Heavens,Rangeride,https://getsongbpm.com/song/heavens/BNmYGk,,,,minor,,,
Nextime; richmnkey,heavens,448,PR-CCYmUxCc,https://music.youtube.com/watch?v=PR-CCYmUxCc,2,0.7840,title_only,lWEG5,Heavens,Pinetop Seven,https://getsongbpm.com/song/heavens/lWEG5,121,4/4,E,minor,2m,58,47
Nextime; richmnkey,heavens,448,PR-CCYmUxCc,https://music.youtube.com/watch?v=PR-CCYmUxCc,3,0.7600,title_only,2vNXW,Heavens,James,https://getsongbpm.com/song/heavens/2vNXW,129,4/4,C,major,1d,61,23
Arthur Rubinstein; Frédéric Chopin,"Nocturnes, Op. 55: No. 1 in F Minor",454,DcwAQ08-So0,https://music.youtube.com/watch?v=DcwAQ08-So0,1,0.6022,title_first2,oZPZ2B,"Nocturnes, Op. 62: No. 1 In B Major",Yulianna Avdeeva,https://getsongbpm.com/song/nocturnes-oppoint-62-nopoint-1-in-b-major/oZPZ2B,80,3/4,B,minor,,22,100
Arthur Rubinstein; Frédéric Chopin,"Nocturnes, Op. 55: No. 1 in F Minor",454,DcwAQ08-So0,https://music.youtube.com/watch?v=DcwAQ08-So0,2,0.6004,title_first2,nRPR5E,"Nocturnes, Op. 27: No. 1 In C-Sharp Minor",Yulianna Avdeeva,https://getsongbpm.com/song/nocturnes-oppoint-27-nopoint-1-in-c-sharp-minor/nRPR5E,,,,minor,,,
Arthur Rubinstein; Frédéric Chopin,"Nocturnes, Op. 55: No. 1 in F Minor",454,DcwAQ08-So0,https://music.youtube.com/watch?v=DcwAQ08-So0,3,0.5891,title_first2,nRE0q7,"Nocturnes, Op. 9, No. 2 In E-Flat Major",Olga Scheps,https://getsongbpm.com/song/nocturnes-oppoint-9-nopoint-2-in-e-flat-major/nRE0q7,65,4/4,A#,major,11d,42,98
Bonnie Tyler,Total Eclipse of the Heart (Radio Version),470,KqBZAxCfWHA,https://music.youtube.com/watch?v=KqBZAxCfWHA,1,0.9232,title_first3,pJNxX,Total Eclipse Of The Heart,Bonnie Tyler,https://getsongbpm.com/song/total-eclipse-of-the-heart/pJNxX,65,4/4,G#,major,9d,44,20
Bonnie Tyler,Total Eclipse of the Heart (Radio Version),470,KqBZAxCfWHA,https://music.youtube.com/watch?v=KqBZAxCfWHA,2,0.9232,title_first3,gZrW9,Total Eclipse Of The Heart,Bonnie Tyler,https://getsongbpm.com/song/total-eclipse-of-the-heart/gZrW9,129,4/4,G#,major,9d,44,20
Bonnie Tyler,Total Eclipse of the Heart (Radio Version),470,KqBZAxCfWHA,https://music.youtube.com/watch?v=KqBZAxCfWHA,3,0.7122,title_first3,YE0n19,Total Eclipse Of The Heart,The Countdown Singers,https://getsongbpm.com/song/total-eclipse-of-the-heart/YE0n19,128,4/4,G#,major,9d,52,27
Static-X,Take Control,473,UDcfUx1a0IY,https://music.youtube.com/watch?v=UDcfUx1a0IY,1,0.7785,title_only,WjPBW,Take Control,Monsta Island Czars,https://getsongbpm.com/song/take-control/WjPBW,96,4/4,G,major,2d,82,39
Static-X,Take Control,473,UDcfUx1a0IY,https://music.youtube.com/watch?v=UDcfUx1a0IY,2,0.7429,title_only,RjwXK,Take Control,Sick of It All,https://getsongbpm.com/song/take-control/RjwXK,160,4/4,D,major,3d,37,1
Static-X,Take Control,473,UDcfUx1a0IY,https://music.youtube.com/watch?v=UDcfUx1a0IY,3,0.7429,title_only,2rk9K,Take Control,Code of Ethics,https://getsongbpm.com/song/take-control/2rk9K,129,4/4,C,major,1d,60,1
RoseHipRose,Blame it on me (Breakcore Version),474,JxYn6x6JzOo,https://music.youtube.com/watch?v=JxYn6x6JzOo,1,0.8800,title_first3,kZ19E6,Blame It On,P,https://getsongbpm.com/song/blame-it-on/kZ19E6,,,,minor,,,
RoseHipRose,Blame it on me (Breakcore Version),474,JxYn6x6JzOo,https://music.youtube.com/watch?v=JxYn6x6JzOo,2,0.7017,title_first2,mwKQ09,Blame It,Tony Royster Jr.,https://getsongbpm.com/song/blame-it/mwKQ09,174,4/4,G,major,2d,61,1
RoseHipRose,Blame it on me (Breakcore Version),474,JxYn6x6JzOo,https://music.youtube.com/watch?v=JxYn6x6JzOo,3,0.6661,title_first2,ElLJnY,Blame It,Patrick Pulsinger,https://getsongbpm.com/song/blame-it/ElLJnY,127,4/4,G,major,2d,80,1
Rotting Christ,The Sixth Day,475,PF9RrhR1EBY,https://music.youtube.com/watch?v=PF9RrhR1EBY,1,0.7382,title_only,YE4KNY,The Sixth Day,Edensong,https://getsongbpm.com/song/the-sixth-day/YE4KNY,123,3/4,C#,minor,5m,39,1
Rotting Christ,The Sixth Day,475,PF9RrhR1EBY,https://music.youtube.com/watch?v=PF9RrhR1EBY,2,0.7200,title_only,PNp7EA,The Sixth Day,Warp Factor 9,https://getsongbpm.com/song/the-sixth-day/PNp7EA,171,4/4,G#,major,9d,49,33
Rotting Christ,The Sixth Day,475,PF9RrhR1EBY,https://music.youtube.com/watch?v=PF9RrhR1EBY,3,0.6661,title_only,NOPAQ8,The Sixth Day Of Sodom: Boston Hardcore Caligula,Agoraphobic Nosebleed,https://getsongbpm.com/song/the-sixth-day-of-sodom-boston-hardcore-caligula/NOPAQ8,0,0/4,C#,major,8d,0,1
Tracy Huang,Woman In Love,481,Q8C-XdmlUXc,https://music.youtube.com/watch?v=Q8C-XdmlUXc,1,0.7965,title_only,oKqPB,Woman In Love,Night Ranger,https://getsongbpm.com/song/woman-in-love/oKqPB,142,4/4,G#,major,9d,54,2
Tracy Huang,Woman In Love,481,Q8C-XdmlUXc,https://music.youtube.com/watch?v=Q8C-XdmlUXc,2,0.7733,title_only,6LGvN,Woman In Love,Natalia Kukulska,https://getsongbpm.com/song/woman-in-love/6LGvN,,,,minor,,,
Tracy Huang,Woman In Love,481,Q8C-XdmlUXc,https://music.youtube.com/watch?v=Q8C-XdmlUXc,3,0.7709,title_only,QpOZY,Woman In Love,Björn Again,https://getsongbpm.com/song/woman-in-love/QpOZY,169,4/4,D#,minor,7m,47,25
Bonnie Tyler,Total Eclipse of the Heart (Re-Recorded),484,Iu65S0BNzRM,https://music.youtube.com/watch?v=Iu65S0BNzRM,1,0.9232,title_first3,pJNxX,Total Eclipse Of The Heart,Bonnie Tyler,https://getsongbpm.com/song/total-eclipse-of-the-heart/pJNxX,65,4/4,G#,major,9d,44,20
Bonnie Tyler,Total Eclipse of the Heart (Re-Recorded),484,Iu65S0BNzRM,https://music.youtube.com/watch?v=Iu65S0BNzRM,2,0.9232,title_first3,gZrW9,Total Eclipse Of The Heart,Bonnie Tyler,https://getsongbpm.com/song/total-eclipse-of-the-heart/gZrW9,129,4/4,G#,major,9d,44,20
Bonnie Tyler,Total Eclipse of the Heart (Re-Recorded),484,Iu65S0BNzRM,https://music.youtube.com/watch?v=Iu65S0BNzRM,3,0.7122,title_first3,YE0n19,Total Eclipse Of The Heart,The Countdown Singers,https://getsongbpm.com/song/total-eclipse-of-the-heart/YE0n19,128,4/4,G#,major,9d,52,27
Rowan Lee Hartsuiker,Jingle Bells (Mongolian Style),492,d6Cr1_j0rL4,https://music.youtube.com/watch?v=d6Cr1_j0rL4,1,0.7139,title_first2,pQLxX,Jingle Bells,Mormon Tabernacle Choir,https://getsongbpm.com/song/jingle-bells/pQLxX,122,4/4,D,major,3d,36,94
Rowan Lee Hartsuiker,Jingle Bells (Mongolian Style),492,d6Cr1_j0rL4,https://music.youtube.com/watch?v=d6Cr1_j0rL4,2,0.6958,title_first2,nrYyY,Jingle Bells,Wiener Symphoniker,https://getsongbpm.com/song/jingle-bells/nrYyY,111,4/4,C,major,1d,47,81
Rowan Lee Hartsuiker,Jingle Bells (Mongolian Style),492,d6Cr1_j0rL4,https://music.youtube.com/watch?v=d6Cr1_j0rL4,3,0.6903,title_first2,R63pw,Jingle Bells,Oscar Peterson,https://getsongbpm.com/song/jingle-bells/R63pw,163,4/4,F,minor,9m,60,94
Steve Lawrence,Somewhere Along the Way,495,xnQCKBnBDRs,https://music.youtube.com/watch?v=xnQCKBnBDRs,1,0.8200,title_only,jk7XR,Somewhere Along The Way,Beverly Kenney,https://getsongbpm.com/song/somewhere-along-the-way/jk7XR,108,3/4,B,major,6d,29,93
Steve Lawrence,Somewhere Along the Way,495,xnQCKBnBDRs,https://music.youtube.com/watch?v=xnQCKBnBDRs,2,0.7900,title_only,NkJg7p,Somewhere Along The Way,Shawn Ryan,https://getsongbpm.com/song/somewhere-along-the-way/NkJg7p,,,,minor,,,
Steve Lawrence,Somewhere Along the Way,495,xnQCKBnBDRs,https://music.youtube.com/watch?v=xnQCKBnBDRs,3,0.7785,title_only,ADB0Bp,Somewhere Along The Way,Natalie Cole,https://getsongbpm.com/song/somewhere-along-the-way/ADB0Bp,118,4/4,A#,major,11d,29,79
Grupo Soñador,El Paso Del Gigante,498,B_aQV6Q8700,https://music.youtube.com/watch?v=B_aQV6Q8700,1,0.7132,title_first2,mZQqRn,El Paso,Tonic Sol-Fa,https://getsongbpm.com/song/el-paso/mZQqRn,200,3/4,D,major,3d,48,54
Grupo Soñador,El Paso Del Gigante,498,B_aQV6Q8700,https://music.youtube.com/watch?v=B_aQV6Q8700,2,0.6771,title_first3,Z8rOlQ,El Paso Del Gato,Guadalupe Plata,https://getsongbpm.com/song/el-paso-del-gato/Z8rOlQ,114,4/4,C,major,1d,39,5
Grupo Soñador,El Paso Del Gigante,498,B_aQV6Q8700,https://music.youtube.com/watch?v=B_aQV6Q8700,3,0.6769,title_first2,voPJm,El Paso,The Gourds,https://getsongbpm.com/song/el-paso/voPJm,145,4/4,D,major,3d,61,28
The Rigthteous Brother,Unchained Melody,500,Zv8czIoAw5w,https://music.youtube.com/watch?v=Zv8czIoAw5w,1,0.7840,title_only,g2j0r,Unchained Melody,Gareth Gates,https://getsongbpm.com/song/unchained-melody/g2j0r,69,4/4,A#,major,11d,48,1
The Rigthteous Brother,Unchained Melody,500,Zv8czIoAw5w,https://music.youtube.com/watch?v=Zv8czIoAw5w,2,0.7771,title_only,VvDQ5,Unchained Melody,Clarence “Gatemouth” Brown,https://getsongbpm.com/song/unchained-melody/VvDQ5,175,4/4,G,major,2d,42,81
The Rigthteous Brother,Unchained Melody,500,Zv8czIoAw5w,https://music.youtube.com/watch?v=Zv8czIoAw5w,3,0.7561,title_only,MZvB1,Unchained Melody,Elvis Presley,https://getsongbpm.com/song/unchained-melody/MZvB1,76,3/4,C,major,1d,26,85
André Laplante; Maurice Ravel,Jeux D'Eau,501,VLC9oJBHxkI,https://music.youtube.com/watch?v=VLC9oJBHxkI,1,0.7785,title_only,G6XN18,Jeux D'eau,Bernd Steidl,https://getsongbpm.com/song/jeux-d-eau/G6XN18,98,4/4,B,minor,3m,42,97
André Laplante; Maurice Ravel,Jeux D'Eau,501,VLC9oJBHxkI,https://music.youtube.com/watch?v=VLC9oJBHxkI,2,0.7733,title_only,KrDmNr,Jeux D'eau,Maurice Ravel,https://getsongbpm.com/song/jeux-d-eau/KrDmNr,67,4/4,F#,minor,4m,24,100
André Laplante; Maurice Ravel,Jeux D'Eau,501,VLC9oJBHxkI,https://music.youtube.com/watch?v=VLC9oJBHxkI,3,0.7733,title_only,3lm1QA,Jeux D'Eau,Maurice Ravel,https://getsongbpm.com/song/jeux-d-eau/3lm1QA,67,4/4,F#,minor,4m,24,100
Armando Trovajoli,"L'amore dice ciao Slow Take (From ""La Matriarca - The Libertine"")",505,V0is-RpQHAg,https://music.youtube.com/watch?v=V0is-RpQHAg,1,0.7159,title_first3,Z8wAN8,L'Amore Dice Ciao,Walter Wanderley,https://getsongbpm.com/song/l-amore-dice-ciao/Z8wAN8,126,4/4,F,major,12d,34,66
Gunter Kallmann Choir,Daydream,506,2c0UusJoscE,https://music.youtube.com/watch?v=2c0UusJoscE,1,0.7634,title_only,oz7N,Daydream,Karrin Allyson,https://getsongbpm.com/song/daydream/oz7N,132,3/4,A,major,4d,41,94
Gunter Kallmann Choir,Daydream,506,2c0UusJoscE,https://music.youtube.com/watch?v=2c0UusJoscE,2,0.7491,title_only,Br992,Daydream,Vinnie Moore,https://getsongbpm.com/song/daydream/Br992,151,4/4,D,major,3d,14,12
Gunter Kallmann Choir,Daydream,506,2c0UusJoscE,https://music.youtube.com/watch?v=2c0UusJoscE,3,0.7491,title_only,VvGJB,Daydream,Dance or Die,https://getsongbpm.com/song/daydream/VvGJB,115,4/4,C#,major,8d,67,1
Dvorak,New World Symphony (Full),508,Qut5e3OfCvg,https://music.youtube.com/watch?v=Qut5e3OfCvg,1,0.6832,title_first2,Y6RDM,New World,David Wilcox,https://getsongbpm.com/song/new-world/Y6RDM,133,4/4,B,major,6d,42,33
Dvorak,New World Symphony (Full),508,Qut5e3OfCvg,https://music.youtube.com/watch?v=Qut5e3OfCvg,2,0.6740,title_first2,Qkxxl,New World,Strawbs,https://getsongbpm.com/song/new-world/Qkxxl,114,4/4,E,minor,2m,28,3
Dvorak,New World Symphony (Full),508,Qut5e3OfCvg,https://music.youtube.com/watch?v=Qut5e3OfCvg,3,0.6592,title_first3,qWNPy,New World Symphony,Mob Rules,https://getsongbpm.com/song/new-world-symphony/qWNPy,129,4/4,F#,minor,4m,44,63
Piano Marine Mike,Ebb Tide,516,DDVjTyCc6Ag,https://music.youtube.com/watch?v=DDVjTyCc6Ag,1,0.7890,title_only,vwzy5,Ebb Tide,Martin Denny,https://getsongbpm.com/song/ebb-tide/vwzy5,122,3/4,C,major,1d,35,96
Piano Marine Mike,Ebb Tide,516,DDVjTyCc6Ag,https://music.youtube.com/watch?v=DDVjTyCc6Ag,2,0.7709,title_only,5k6DX,Ebb Tide,Rosemary Clooney,https://getsongbpm.com/song/ebb-tide/5k6DX,82,5/4,B,minor,3m,30,98
Piano Marine Mike,Ebb Tide,516,DDVjTyCc6Ag,https://music.youtube.com/watch?v=DDVjTyCc6Ag,3,0.7634,title_only,07Z2G,Ebb Tide,Stéphane Grappelli,https://getsongbpm.com/song/ebb-tide/07Z2G,100,4/4,C,major,1d,32,94
Khusugtun,Chinggis Khaan,517,tcd59zMIadk,https://music.youtube.com/watch?v=tcd59zMIadk,1,0.6329,title_only,mZKO4G,CHINGGIS KHAANII MAGTAAT,Davaasuren Bayarbaatar,https://getsongbpm.com/song/chinggis-khaanii-magtaat/mZKO4G,,,,minor,,,
Powerwolf,Resurrection by Erection (Rerecorded Version),519,pKr6xrJZB6M,https://music.youtube.com/watch?v=pKr6xrJZB6M,1,0.9232,title_first3,48Qj06,Resurrection By Erection,Powerwolf,https://getsongbpm.com/song/resurrection-by-erection/48Qj06,156,4/4,D#,minor,7m,19,1
Powerwolf,Resurrection by Erection (Rerecorded Version),519,pKr6xrJZB6M,https://music.youtube.com/watch?v=pKr6xrJZB6M,2,0.8400,title_first3,w0D6QX,Resurrection By Erection (Live),Powerwolf,https://getsongbpm.com/song/resurrection-by-erection-live/w0D6QX,78,4/4,D#,minor,7m,21,1
Soothing Orthodox Chant (First Part of Polyeleos),Fixed,521,ox0KUghydNE,https://music.youtube.com/watch?v=ox0KUghydNE,1,0.7537,title_only,lyPlV,Fixed,Mittelstandskinder ohne Strom,https://getsongbpm.com/song/fixed/lyPlV,137,4/4,E,minor,2m,72,1
