normalized_artists,normalized_title,source_position,video_id,video_url,raw_candidate_count,best_score
Егор Летов,Философская песня о пуле,1337,1riHV-aLO8Q,https://music.youtube.com/watch?v=1riHV-aLO8Q,1,0.2233
Егор Летов,Государство,1340,vBdiuFMScc4,https://music.youtube.com/watch?v=vBdiuFMScc4,0,0.0000
Океан Ельзи,Мить,1361,QevMTQTPhjg,https://music.youtube.com/watch?v=QevMTQTPhjg,0,0.0000
Renée Fleming; London Philharmonic Orchestra; Sir Charles Mackerras; Giacomo Puccini,Puccini: Gianni Schicchi: O mio babbino caro,1364,DLi25fgVuRs,https://music.youtube.com/watch?v=DLi25fgVuRs,0,0.0000
Rotting christ,Χ Ξ Σ (666),1365,70qPvCKU_m4,https://music.youtube.com/watch?v=70qPvCKU_m4,1,0.1164
Дмитро Гнатюк,Два Кольори (1966),1369,cvV2cWyQ9ls,https://music.youtube.com/watch?v=cvV2cWyQ9ls,0,0.0000
Дмитро Гнатюк,Рідна мати моя (Пісня про рушник),1372,XTEMDTVGiKE,https://music.youtube.com/watch?v=XTEMDTVGiKE,1,0.1922
PATRIARKH,Pierwyj Czas,1375,hdbHnKoEzUc,https://music.youtube.com/watch?v=hdbHnKoEzUc,0,0.0000
Urfaust,Meditatum II,1377,JM0VKVa_aRo,https://music.youtube.com/watch?v=JM0VKVa_aRo,0,0.0000
PATRIARKH,Liturgiya,1378,MY2DF1KVatM,https://music.youtube.com/watch?v=MY2DF1KVatM,0,0.0000
Batushka,Yekteniya VIII,1379,5uu8HewYlMA,https://music.youtube.com/watch?v=5uu8HewYlMA,0,0.0000
Batushka,Yekteniya VI,1380,IeJeAB-F0Rw,https://music.youtube.com/watch?v=IeJeAB-F0Rw,0,0.0000
Batushka,Yekteniya I,1381,XCMNqKuuFC4,https://music.youtube.com/watch?v=XCMNqKuuFC4,0,0.0000
Batushka,Yekteniya IV,1383,o_rKSTh6ViE,https://music.youtube.com/watch?v=o_rKSTh6ViE,0,0.0000
Batushka,Yekteniya II,1384,xxdzwpoIZPA,https://music.youtube.com/watch?v=xxdzwpoIZPA,0,0.0000
Batushka,Yekteniya III,1385,DHmZ88ybPtI,https://music.youtube.com/watch?v=DHmZ88ybPtI,0,0.0000
Христина Соловій,Тримай,1389,A4ud4WxXTEk,https://music.youtube.com/watch?v=A4ud4WxXTEk,0,0.0000
Luciano Pavarotti; National Philharmonic Orchestra; Giancarlo Chiaramello,De Curtis: Torna a Surriento (Arr. Chiaramello),1394,Z5pjO907UG0,https://music.youtube.com/watch?v=Z5pjO907UG0,0,0.0000
Luciano Pavarotti; Tom Krause; Pier Francesco Poli; Piero de Palma,"Puccini: Turandot, Act III: Nessun dorma – Tu che guardi le stelle",1397,lHoYk2mRuSQ,https://music.youtube.com/watch?v=lHoYk2mRuSQ,0,0.0000
Luciano Pavarotti; National Philharmonic Orchestra; Giancarlo Chiaramello,"Di Capua, Mazzucchi: 'O sole mio (Orch. Chiaramello)",1399,R2xPqfD54F4,https://music.youtube.com/watch?v=R2xPqfD54F4,0,0.0000
Meshuggah,They Move Below,1404,TM87DMK-q4o,https://music.youtube.com/watch?v=TM87DMK-q4o,0,0.0000
Anima Tempo,Deceitful Idols,1409,ZeB4e87tkw4,https://music.youtube.com/watch?v=ZeB4e87tkw4,0,0.0000
ТІК,Олені,1412,75XGMVRDj_A,https://music.youtube.com/watch?v=75XGMVRDj_A,0,0.0000
Океан Ельзи,Квітка,1414,UKmbZb2Yxcc,https://music.youtube.com/watch?v=UKmbZb2Yxcc,0,0.0000
Brian Eno; Bono; The Edge; Luciano Pavarotti,Miss Sarajevo (Live),1419,BHCkSIQQ0K4,https://music.youtube.com/watch?v=BHCkSIQQ0K4,0,0.0000
Davy Jones Theme Suite,Hans Zimmer,1422,3TOzkCIaXjI,https://music.youtube.com/watch?v=3TOzkCIaXjI,0,0.0000
Сплин,Выхода нет,1424,o21YLdIvlUs,https://music.youtube.com/watch?v=o21YLdIvlUs,0,0.0000
Александр Гум,Она ушла,1430,BAV_wBzMqR4,https://music.youtube.com/watch?v=BAV_wBzMqR4,0,0.0000
Вахид Аюбов,Опустилась ночь над Ленинградом,1437,m7XTePLCMHA,https://music.youtube.com/watch?v=m7XTePLCMHA,1,0.2751
Blackhelm,Of Serpent and Stone,1439,eXILq9_rM7I,https://music.youtube.com/watch?v=eXILq9_rM7I,2,0.5213
Luciano Pavarotti; Coro del Teatro Comunale di Bologna; Henry Mancini,De Curtis: Ti voglio tanto bene (Arr. Mancini),1440,k2mwbQj_wTc,https://music.youtube.com/watch?v=k2mwbQj_wTc,0,0.0000
Тимерболат,Галерея памяти - Шахиды в судный день,1441,rYe-d5wSgt8,https://music.youtube.com/watch?v=rYe-d5wSgt8,1,0.1969
Егор и Опизденевшие,Вечная весна,1442,AqfwEGUuvrA,https://music.youtube.com/watch?v=AqfwEGUuvrA,0,0.0000
Друга Ріка,Три хвилини,1449,nl0ax7LNNmk,https://music.youtube.com/watch?v=nl0ax7LNNmk,0,0.0000
Константин Ступин,Когда я умер (Акустика 2014-2015),1453,gbSaNYCGoHI,https://music.youtube.com/watch?v=gbSaNYCGoHI,1,0.1735
Pavarotti,Сaruso,1457,I8A61eY1Efg,https://music.youtube.com/watch?v=I8A61eY1Efg,0,0.0000
Igorrr,Houmous recording,1470,1U-1h0_ifOc,https://music.youtube.com/watch?v=1U-1h0_ifOc,0,0.0000
Mario Lanza; Franco Ferrara,Na sera 'e maggio (Redbook Stereo),1484,a0jPTlUwqzE,https://music.youtube.com/watch?v=a0jPTlUwqzE,1,0.4157
"Luciano Pavarotti; Orchestra of the Royal Opera House, Covent Garden; Edward Downes; Giacomo Puccini","Puccini: Tosca, SC 69 / Act 3: ""E lucevan le stelle",1486,Z1rpgvxWPtQ,https://music.youtube.com/watch?v=Z1rpgvxWPtQ,0,0.0000
Kassia; Ludwig van Beethoven,Beethoven: Sonata No. 17 Tempest 3rd Movement,1490,BB42Xx3IP88,https://music.youtube.com/watch?v=BB42Xx3IP88,0,0.0000
Kassia,Chopin: Nocturne Op. 27 No. 2,1497,r0EGDymiDms,https://music.youtube.com/watch?v=r0EGDymiDms,1,0.5318
"Пьеха Стас, Григорий Лепс",Она не твоя,1524,O-5DOjAoq3k,https://music.youtube.com/watch?v=O-5DOjAoq3k,0,0.0000
Led Zeppelin,Kashmir (Remaster),1532,tzVJPgCn-Z8,https://music.youtube.com/watch?v=tzVJPgCn-Z8,0,0.0000
БумБокс,Тримай мене (Acoustic Version) (feat. The Gitas),1547,axAKt_taYHk,https://music.youtube.com/watch?v=axAKt_taYHk,0,0.0000
Okean Elzy,І я на небі,1548,hLPe_jGmxq0,https://music.youtube.com/watch?v=hLPe_jGmxq0,1,0.2926
Скрябін,Мам,1549,-vqoUmQgT1M,https://music.youtube.com/watch?v=-vqoUmQgT1M,0,0.0000
Океан Ельзи,Стріляй,1550,R_mi9O6JuTk,https://music.youtube.com/watch?v=R_mi9O6JuTk,0,0.0000
Скрябін,"Люди, як кораблі",1551,FWH7lRJ6mPw,https://music.youtube.com/watch?v=FWH7lRJ6mPw,0,0.0000
Franz Liszt,Liebestraum - Love Dream,1561,KpOtuoHL45Y,https://music.youtube.com/watch?v=KpOtuoHL45Y,1,0.5167
Yoshihisa Hirano,Kingdom of Predators,1574,LooOkvPQQ2Y,https://music.youtube.com/watch?v=LooOkvPQQ2Y,0,0.0000
Константин Ступин,Лёд и ветер (Акустика 2014-2015),1575,kvSFwkgZu8c,https://music.youtube.com/watch?v=kvSFwkgZu8c,1,0.2245
Тимерболат,"Мама приезжай, ты меня забери",1578,DJMA1IXTWj0,https://music.youtube.com/watch?v=DJMA1IXTWj0,1,0.1927
Веня Д'ркин,Нибелунг,1579,vIGF-sTBsHU,https://music.youtube.com/watch?v=vIGF-sTBsHU,0,0.0000
Tina Turner,Goldeneye (2003 Remaster),1581,1_Aq5rQdPso,https://music.youtube.com/watch?v=1_Aq5rQdPso,0,0.0000
Chopin,Relaxing Classical Music,1589,y1dbbrfekAM,https://music.youtube.com/watch?v=y1dbbrfekAM,0,0.0000
Океан Ельзи,Я так хочу...,1592,kKbuv7NAMTc,https://music.youtube.com/watch?v=kKbuv7NAMTc,0,0.0000
Yoshihisa Hirano,In The Palace,1606,pucT5R6AV5o,https://music.youtube.com/watch?v=pucT5R6AV5o,0,0.0000
Meshuggah,Bleed - Tomas Haake - Wincent Drumsticks,1633,bAJ1WTGNISk,https://music.youtube.com/watch?v=bAJ1WTGNISk,2,0.3692
Led Zeppelin,Kashmir (1990 Remaster),1637,SsaFBNvhceA,https://music.youtube.com/watch?v=SsaFBNvhceA,0,0.0000
Led Zeppelin,"Kashmir (Live: O2 Arena, London - December 10, 2007)",1639,xK68DAzD0eM,https://music.youtube.com/watch?v=xK68DAzD0eM,0,0.0000
Led Zeppelin,No Quarter (Remaster),1641,wdqDmJbm2eY,https://music.youtube.com/watch?v=wdqDmJbm2eY,0,0.0000
Леонид Агутин; Therr Maitz,Что происходит? (LAB с Антоном Беляевым),1650,t3NYBr_QaEU,https://music.youtube.com/watch?v=t3NYBr_QaEU,0,0.0000
Михаил Елизаров,Pro Testo,1657,I46-R1wBW84,https://music.youtube.com/watch?v=I46-R1wBW84,0,0.0000
Михаил Елизаров,Селигер,1659,Dgy9hal5I7Y,https://music.youtube.com/watch?v=Dgy9hal5I7Y,0,0.0000
Михаил Елизаров,Пидарасы Одиночества,1665,roz_LD70HII,https://music.youtube.com/watch?v=roz_LD70HII,0,0.0000
Михаил Елизаров,"Отель ""Лето",1681,Je44HN1OrnI,https://music.youtube.com/watch?v=Je44HN1OrnI,0,0.0000
Eiro Nareth,Bandoleros (Fast&Furious Theme),1709,XFyjdUTUMBQ,https://music.youtube.com/watch?v=XFyjdUTUMBQ,0,0.0000
Михаил Елизаров,Пар-голова,1710,H_ezAF1ZvUw,https://music.youtube.com/watch?v=H_ezAF1ZvUw,0,0.0000
Отава Ё,"Ой, Дуся, ой, Маруся (казачья лезгинка)",1711,Jnpr-Rohu7U,https://music.youtube.com/watch?v=Jnpr-Rohu7U,1,0.1657
Валерий Меладзе,Иностранец,1713,ZTJQhSea6xU,https://music.youtube.com/watch?v=ZTJQhSea6xU,0,0.0000
Михаил Елизаров,"Ариозо Чикатило ""Фенечка, здравствуй!..",1715,90uinveF_sM,https://music.youtube.com/watch?v=90uinveF_sM,1,0.1568
Михаил Елизаров,Мама-Гуантанама,1717,s47eNxE9Lts,https://music.youtube.com/watch?v=s47eNxE9Lts,0,0.0000
Михаил Елизаров,Инициатическая,1718,tnrSHPi-HP8,https://music.youtube.com/watch?v=tnrSHPi-HP8,0,0.0000
рома майк,Босоніж,1720,DziNa-XGB-E,https://music.youtube.com/watch?v=DziNa-XGB-E,0,0.0000
Just Do It,Tender Acoustic Version!,1728,qDQIon7SrOg,https://music.youtube.com/watch?v=qDQIon7SrOg,0,0.0000
Infant Annihilator,Paedophilic Supremacy,1737,oBni1QiQNVs,https://music.youtube.com/watch?v=oBni1QiQNVs,0,0.0000
Егор Летов,Никто не хотел умирать,1740,cb-lRR9DWtw,https://music.youtube.com/watch?v=cb-lRR9DWtw,1,0.2570
Михаил Елизаров,Ебанутое счастье,1742,gyL6a0m9Q6Y,https://music.youtube.com/watch?v=gyL6a0m9Q6Y,0,0.0000
Егор Летов,Кайф или больше,1743,pxu3NRhQzFA,https://music.youtube.com/watch?v=pxu3NRhQzFA,0,0.0000
Егор Летов,Харакири (2021 Remastered Version),1794,x06MOwnE6P0,https://music.youtube.com/watch?v=x06MOwnE6P0,0,0.0000
MORGENSHTERN ft. OBEME,ДУЛО (prod. checkoff),1806,qHgLyODFCQE,https://music.youtube.com/watch?v=qHgLyODFCQE,0,0.0000
Deathwhite,Funeral Ground,1857,3uRznLJnsuw,https://music.youtube.com/watch?v=3uRznLJnsuw,0,0.0000
Godsmack,Awake (Official Acapella),1868,LaHQyRXmlIg,https://music.youtube.com/watch?v=LaHQyRXmlIg,0,0.0000
London Symphony Orchestra,Stravinsky The Rite of Spring // London Symphony Orchestra/Sir Simon Rattle,1926,EkwqPJZe8ms,https://music.youtube.com/watch?v=EkwqPJZe8ms,0,0.0000
Open Wound,Stranglehold EP,1935,OUttzDsNk_4,https://music.youtube.com/watch?v=OUttzDsNk_4,0,0.0000
Kassia; Frédéric Chopin,Chopin: Nocturne Op. 9 No. 1,1945,ph7nsCIqcgI,https://music.youtube.com/watch?v=ph7nsCIqcgI,1,0.5408
Kassia,Beethoven: Sonata No. 21 Waldstein 1st Movement,1946,4z6apjs0DLk,https://music.youtube.com/watch?v=4z6apjs0DLk,0,0.0000
Kassia,Glinka/Balakirev: The Lark,1947,klogkmrXAYc,https://music.youtube.com/watch?v=klogkmrXAYc,0,0.0000
Notre Dame de Paris,Belle Subtitled English,1973,Lefbtf5jjbg,https://music.youtube.com/watch?v=Lefbtf5jjbg,0,0.0000
Frank Sinatra,Strangers In The Night (2008 Remastered),1974,Fd_3EkGr0-4,https://music.youtube.com/watch?v=Fd_3EkGr0-4,20,0.5414
Michael Bolton; Seal,When a Man Loves a Woman / It's a Man's Man's Man's World,1979,Ht3JrykyW74,https://music.youtube.com/watch?v=Ht3JrykyW74,20,0.5131
Silencer,Death - Pierce Me,1982,V3HibSBlqbw,https://music.youtube.com/watch?v=V3HibSBlqbw,7,0.4239
Linkin Park,Numb But It's Party Rock Anthem By LMFAO,1990,JnyMegOMDdM,https://music.youtube.com/watch?v=JnyMegOMDdM,0,0.0000
System of a Down,Toxicity But It's Bad Day By Daniel Powter,1997,dBfAN20t-m0,https://music.youtube.com/watch?v=dBfAN20t-m0,0,0.0000
Vacuum,"I Breathe"" (1997 год)",2036,gdcv7Shi9rM,https://music.youtube.com/watch?v=gdcv7Shi9rM,0,0.0000
Ляпис Трубецкой,Капитал,2040,RbrkbUv66xk,https://music.youtube.com/watch?v=RbrkbUv66xk,0,0.0000
ВИА ГРА,Попытка No 5,2041,g_5djgZTsro,https://music.youtube.com/watch?v=g_5djgZTsro,0,0.0000
Brushy One String,Brushy One String | Grey In My Blue,2043,0JTZ4kbe8Wg,https://music.youtube.com/watch?v=0JTZ4kbe8Wg,0,0.0000
Brushy One String,Brushy One String | Just Want To Be Me,2047,MfAqRlP8kkk,https://music.youtube.com/watch?v=MfAqRlP8kkk,0,0.0000
HOMIE,Безумно можно быть первым,2096,8IlRPs975Ew,https://music.youtube.com/watch?v=8IlRPs975Ew,1,0.0522
Signs of the Swarm,Cesspool of Ignorance,2119,DHSmbbGCBfg,https://music.youtube.com/watch?v=DHSmbbGCBfg,0,0.0000
Gutalax,Strejda Donald,2120,-Dcbe45yG_c,https://music.youtube.com/watch?v=-Dcbe45yG_c,0,0.0000
Владимир Дантес,Оля,2189,XhUKp4_j4V4,https://music.youtube.com/watch?v=XhUKp4_j4V4,0,0.0000
Псой Короленко,Невский проспект,2210,E3iRthrh9m4,https://music.youtube.com/watch?v=E3iRthrh9m4,0,0.0000
Acrania,Exterminate the Liberated,2220,I6-rek-tfrw,https://music.youtube.com/watch?v=I6-rek-tfrw,0,0.0000
Sale Only,Палай,2227,Mq54BueWKbA,https://music.youtube.com/watch?v=Mq54BueWKbA,0,0.0000
Михаил Круг; Михаил Гулько,Купола [Золотые купола],2235,gi4PS6AXyS8,https://music.youtube.com/watch?v=gi4PS6AXyS8,0,0.0000
Jared Dines,The Saxy Djent Song,2237,CJB_DaCa6_U,https://music.youtube.com/watch?v=CJB_DaCa6_U,0,0.0000
Antonina Lisohorska,"choir DUDARYK - Air ""on the G string"" by J. S. Bach (arr. MLK)",2242,MWwa2soslig,https://music.youtube.com/watch?v=MWwa2soslig,0,0.0000
Михей,Cука-любовь,2254,2Ax_KKk0nF4,https://music.youtube.com/watch?v=2Ax_KKk0nF4,0,0.0000
Pianoбой,Так добре з тобою,2256,ZdLVw-mCR4A,https://music.youtube.com/watch?v=ZdLVw-mCR4A,1,0.1561
Vitas,Opera #2,2259,8-qZD6XHVCA,https://music.youtube.com/watch?v=8-qZD6XHVCA,0,0.0000
БумБокс; The Gitas,Тримай мене,2260,PErsengn-ZQ,https://music.youtube.com/watch?v=PErsengn-ZQ,0,0.0000
Зануда,Нахуй (feat. П.Ё.С. & Манька),2284,2SV0OjsTk6w,https://music.youtube.com/watch?v=2SV0OjsTk6w,0,0.0000
Sodom,M-16 (2021 - Remaster),2288,fVAptMz283k,https://music.youtube.com/watch?v=fVAptMz283k,0,0.0000
Patrik Pietschmann,Skyrim - Dragonborn (Piano Version),2297,1PetRVcM2sk,https://music.youtube.com/watch?v=1PetRVcM2sk,1,0.3826
Aaron Lewis,Outside [Family Values Live Version] (feat. Fred Durst),2300,wlErVKh1ewg,https://music.youtube.com/watch?v=wlErVKh1ewg,0,0.0000
Acrania,Gagged With Propaganda,2315,bWRYXvWp4FM,https://music.youtube.com/watch?v=bWRYXvWp4FM,0,0.0000
Скрябін,Місця Щасливих Людей,2338,9AverhY6qAo,https://music.youtube.com/watch?v=9AverhY6qAo,0,0.0000
Океан Ельзи,Ордени (Хіба нам не сниться),2343,HL3QxRcFde0,https://music.youtube.com/watch?v=HL3QxRcFde0,1,0.2472
Михей,Сука Любовь,2344,AccbNbqN2RQ,https://music.youtube.com/watch?v=AccbNbqN2RQ,0,0.0000
Ёлка,На большом воздушном шаре,2346,F3SZZVmv0Ic,https://music.youtube.com/watch?v=F3SZZVmv0Ic,1,0.2026
Земфира,ХОЧЕШЬ?,2347,iz6S2a94Gy4,https://music.youtube.com/watch?v=iz6S2a94Gy4,0,0.0000
Menstrual Cocktail,Prolapse Job (Full Demo),2351,Hr0dN262Lt0,https://music.youtube.com/watch?v=Hr0dN262Lt0,0,0.0000
Ёлка,Прованс,2352,8tBxbVEJ_LM,https://music.youtube.com/watch?v=8tBxbVEJ_LM,0,0.0000
Brainstorm,Na Zare,2354,Cv5JJ8h03Ow,https://music.youtube.com/watch?v=Cv5JJ8h03Ow,0,0.0000
Альянс,На заре (1987),2355,x4xCSVl833I,https://music.youtube.com/watch?v=x4xCSVl833I,0,0.0000
Linkin Park,Enth E Nd (Kutmasta Kurt Reanimation) (feat. Motion Man),2358,KWS1bZVoaGQ,https://music.youtube.com/watch?v=KWS1bZVoaGQ,0,0.0000
Oh Camper,Camper Song With,2364,innJxQM_-CE,https://music.youtube.com/watch?v=innJxQM_-CE,0,0.0000
Alexandr Misko,Thrones Theme,2372,D5je-gDRwZk,https://music.youtube.com/watch?v=D5je-gDRwZk,0,0.0000
John Kalligan,20000 лет (Live),2391,4Jh_MFRs2NQ,https://music.youtube.com/watch?v=4Jh_MFRs2NQ,0,0.0000
Patrik Pietschmann,Light of the Seven - Game of Thrones (Piano Version),2400,OCqMDeD6Fmc,https://music.youtube.com/watch?v=OCqMDeD6Fmc,20,0.4550
Village People,YMCA (Original Version 1978),2401,7-F8wkjKWg8,https://music.youtube.com/watch?v=7-F8wkjKWg8,0,0.0000
Машина Времени,Однажды Мир Прогнется под Нас,2408,pa8tJbJkg7g,https://music.youtube.com/watch?v=pa8tJbJkg7g,1,0.2292
Валерий Меладзе,Небеса,2411,HE1C1ZjfcMw,https://music.youtube.com/watch?v=HE1C1ZjfcMw,0,0.0000
Егор Летов,Отряд не заметил потери бойца (2021 Remastered Version),2416,SxB4LkvQOSQ,https://music.youtube.com/watch?v=SxB4LkvQOSQ,1,0.1897
Batushka,Litourgiya [Full - HD],2417,xgfa5UlZAL8,https://music.youtube.com/watch?v=xgfa5UlZAL8,0,0.0000
Ани Лорак,Зеркала,2418,Fs8Q_JfRiDo,https://music.youtube.com/watch?v=Fs8Q_JfRiDo,0,0.0000
Т. Буланова,Не плачь,2419,QsxBckAVRzY,https://music.youtube.com/watch?v=QsxBckAVRzY,0,0.0000
Григорий Лепс & Ирина Аллегрова,Я тебе не верю,2422,QYNNOlqXC1s,https://music.youtube.com/watch?v=QYNNOlqXC1s,1,0.1869
Конкурс от John Kalligan и Fender | IV,Панихида,2424,qrtoKtZ_fLo,https://music.youtube.com/watch?v=qrtoKtZ_fLo,0,0.0000
Remco Hendriks,Fretless Fornication,2436,6-dNPDoyEbc,https://music.youtube.com/watch?v=6-dNPDoyEbc,0,0.0000
Nekrosystem,No Relax Frank,2445,S5rCBdfYzPo,https://music.youtube.com/watch?v=S5rCBdfYzPo,0,0.0000
Валентин Стрыкало,Всё решено,2453,_Yq2QAhLt_w,https://music.youtube.com/watch?v=_Yq2QAhLt_w,0,0.0000
John Kalligan,Панихида (Live),2507,JSUAfDr4ZKI,https://music.youtube.com/watch?v=JSUAfDr4ZKI,0,0.0000
Eiro Nareth,Rammstein Medley,2509,CNGYCIax1jA,https://music.youtube.com/watch?v=CNGYCIax1jA,0,0.0000
Hayaino Daisuki,Invincible Gate Mind EP (2010) Full Album HQ (Thrash/Melodic/Grind),2533,VGj7nmUy4PY,https://music.youtube.com/watch?v=VGj7nmUy4PY,0,0.0000
Enjoykin,Полковник,2587,diLV_LkZK8w,https://music.youtube.com/watch?v=diLV_LkZK8w,0,0.0000
Totality,Death Metal Friday,2639,7U7FizJjvD8,https://music.youtube.com/watch?v=7U7FizJjvD8,0,0.0000
Pirates of the Caribbean,He ́s a pirate (organ) / Fluch der Karibik OST (Orgel),2640,xsm1Nd83rtY,https://music.youtube.com/watch?v=xsm1Nd83rtY,0,0.0000
Okilly Dokilly,White Wine Spritzer,2654,1mDT51Cb31A,https://music.youtube.com/watch?v=1mDT51Cb31A,0,0.0000
System Of A Down,War? (Official HD Video),2669,F46r-_jPPHY,https://music.youtube.com/watch?v=F46r-_jPPHY,0,0.0000
Gridscape,"Jacked-In - Album Previews (Release Date: April 3, 2017)",2679,VrUIiA4Au3g,https://music.youtube.com/watch?v=VrUIiA4Au3g,0,0.0000
Smash Mouth,Shooting All Star,2701,ifY-5UZRamU,https://music.youtube.com/watch?v=ifY-5UZRamU,0,0.0000
Logan Epic Canto,Song of Glorious Life,2741,ngk--7Pihvc,https://music.youtube.com/watch?v=ngk--7Pihvc,10,0.4692
Logan Epic Canto,Song of the Lonely Rocks,2743,sWAy5mj0INI,https://music.youtube.com/watch?v=sWAy5mj0INI,20,0.5123
Tobi King,Loli Mou,2749,IXHqVnJx0yw,https://music.youtube.com/watch?v=IXHqVnJx0yw,0,0.0000
Logan Epic Canto,Song Of The Round Table,2750,FjVpzztMmpw,https://music.youtube.com/watch?v=FjVpzztMmpw,20,0.5223
Arija,Bespechnyy angel,2753,qXBORMBTfDs,https://music.youtube.com/watch?v=qXBORMBTfDs,0,0.0000
JUST DO IT!!! ft. Shia LaBeouf,Songify This,2754,UhRXn2NRiWI,https://music.youtube.com/watch?v=UhRXn2NRiWI,0,0.0000
Rob Cantor,Shia LaBeouf Live,2769,5PltmYbSBss,https://music.youtube.com/watch?v=5PltmYbSBss,0,0.0000
Conchita Wurst,Austria: Rise Like a Phoenix,2783,SaolVEJEjV4,https://music.youtube.com/watch?v=SaolVEJEjV4,0,0.0000
