normalized_artists,normalized_title,source_position,video_id,video_url,original_artists,original_title,album,duration_seconds,getsongbpm_song_id,getsongbpm_title,getsongbpm_artist,getsongbpm_uri,tempo,time_sig,key_of,mode,open_key,danceability,acousticness,match_score,match_status
Igorrr,Very Noise,1462,XDHROtG2sXE,https://music.youtube.com/watch?v=XDHROtG2sXE,Igorrr,Very Noise,Spirituality and Distortion,108,79jn7j,Very Noise,Igorrr,https://getsongbpm.com/song/very-noise/79jn7j,178,3/4,C♯,major,8d,35,1,1.0000,matched
Igorrr,Viande,1463,AUPm-1FKLd8,https://music.youtube.com/watch?v=AUPm-1FKLd8,Igorrr,Viande,Savage Sinusoid,116,vQAqoL,Viande,Igorrr,https://getsongbpm.com/song/viande/vQAqoL,74,3/4,C♯,major,8d,46,1,1.0000,matched
Igorrr,Houmous,1464,SLhFOMywgIc,https://music.youtube.com/watch?v=SLhFOMywgIc,Igorrr,Houmous,Savage Sinusoid,212,gpgYLD,Houmous,Igorrr,https://getsongbpm.com/song/houmous/gpgYLD,114,4/4,F♯,major,7d,66,2,1.0000,matched
Igorrr,ieuD,1465,Wu2nfnbF9wA,https://music.youtube.com/watch?v=Wu2nfnbF9wA,Igorrr,ieuD,ieuD,236,w0B9mg,ieuD,Igorrr,https://getsongbpm.com/song/ieud/w0B9mg,89,4/4,D,major,3d,44,1,0.9453,matched
Igorrr,Cheval,1466,jYI1smPTq9A,https://music.youtube.com/watch?v=jYI1smPTq9A,Igorrr,Cheval,Cheval,187,mqoRQn,Cheval,Igorrr,https://getsongbpm.com/song/cheval/mqoRQn,105,3/4,F,major,12d,61,3,0.9352,matched
Igorrr,Downgrade Desert,1467,kNafgdJ5K6g,https://music.youtube.com/watch?v=kNafgdJ5K6g,Igorrr,Downgrade Desert,Spirituality and Distortion,264,576lEB,Downgrade Desert,Igorrr,https://getsongbpm.com/song/downgrade-desert/576lEB,,,m,minor,,,,1.0000,matched
Helloween,Hold Me in Your Arms,1471,0JqKAXeM88w,https://music.youtube.com/watch?v=0JqKAXeM88w,Helloween,Hold Me in Your Arms,Straight out of Hell,313,voP2qr,Hold Me in Your Arms,Helloween,https://getsongbpm.com/song/hold-me-in-your-arms/voP2qr,109,4/4,Am,minor,1m,47,4,1.0000,matched
Helloween,Keeper of the Seven Keys,1475,iDpAahKUNB4,https://music.youtube.com/watch?v=iDpAahKUNB4,Helloween,Keeper of the Seven Keys,"Keeper of the Seven Keys, Pt. 2 (Expanded Edition)",818,1jkrR,Keeper of the Seven Keys,Helloween,https://getsongbpm.com/song/keeper-of-the-seven-keys/1jkrR,126,4/4,Am,minor,1m,29,1,0.9794,matched
The Beatles,Let It Be (Remastered 2009),1477,QDYfEBY9NM4,https://music.youtube.com/watch?v=QDYfEBY9NM4,The Beatles,Let It Be (Remastered 2009),Let It Be,244,mwB9mO,Let It Be,The Beatles,https://getsongbpm.com/song/let-it-be/mwB9mO,72,4/4,C,major,1d,45,64,0.9304,matched
Pink Floyd,Us and Them,1478,5wth9BScmGY,https://music.youtube.com/watch?v=5wth9BScmGY,Pink Floyd,Us and Them,The Dark Side of the Moon,470,661jz,Us and Them,Pink Floyd,https://getsongbpm.com/song/us-and-them/661jz,72,4/4,D,major,3d,36,87,1.0000,matched
Frank Sinatra,That's Life,1481,XvfImv9NseY,https://music.youtube.com/watch?v=XvfImv9NseY,Frank Sinatra,That's Life,That's Life,188,1V17R,That's Life,Frank Sinatra,https://getsongbpm.com/song/that-s-life/1V17R,56,4/4,G,major,2d,46,46,1.0000,matched
Mudvayne,TV Radio,1488,_wn-TsHJ5x4,https://music.youtube.com/watch?v=_wn-TsHJ5x4,Mudvayne,TV Radio,Lost and Found,207,74mQr,TV Radio,Mudvayne,https://getsongbpm.com/song/tv-radio/74mQr,176,4/4,G♯,major,9d,42,1,1.0000,matched
Adele,When We Were Young,1489,a1IuJLebHgM,https://music.youtube.com/watch?v=a1IuJLebHgM,Adele,When We Were Young,25,291,36jRkn,When We Were Young,Adele,https://getsongbpm.com/song/when-we-were-young/36jRkn,72,4/4,D♯,major,10d,39,35,1.0000,matched
System Of A Down,Tentative,1492,Qxxum5ungsA,https://music.youtube.com/watch?v=Qxxum5ungsA,System Of A Down,Tentative,Hypnotize,217,WPGXkX,Tentative,System of a Down,https://getsongbpm.com/song/tentative/WPGXkX,158,4/4,C♯m,minor,5m,31,5,1.0000,matched
System Of A Down,Stealing Society,1493,8gDJglYeCDU,https://music.youtube.com/watch?v=8gDJglYeCDU,System Of A Down,Stealing Society,Hypnotize,178,VvEKg9,Stealing Society - Explicit Album Version,System of a Down,https://getsongbpm.com/song/stealing-society-explicit-album-version/VvEKg9,93,4/4,D,major,3d,28,1,0.9304,matched
System Of A Down,Soldier Side,1494,JXFtLaWXIY0,https://music.youtube.com/watch?v=JXFtLaWXIY0,System Of A Down,Soldier Side,Hypnotize,221,36APBn,Soldier Side,System of a Down,https://getsongbpm.com/song/soldier-side/36APBn,153,4/4,C♯m,minor,5m,29,27,1.0000,matched
Sibylle Baier,I Lost Something in the Hills,1495,N-oERBst8L0,https://music.youtube.com/watch?v=N-oERBst8L0,Sibylle Baier,I Lost Something in the Hills,Colour Green,209,0RLMB7,I Lost Something in the Hills,Sibylle Baier,https://getsongbpm.com/song/i-lost-something-in-the-hills/0RLMB7,117,3/4,G♯,major,9d,64,97,1.0000,matched
Lana Del Rey,Summertime Sadness,1498,fRQg_9ulGuI,https://music.youtube.com/watch?v=fRQg_9ulGuI,Lana Del Rey,Summertime Sadness,Born To Die - The Paradise Edition (Special Version),265,W7RqRn,Summertime Sadness,Lana Del Rey,https://getsongbpm.com/song/summertime-sadness/W7RqRn,61,4/4,C♯m,minor,5m,57,2,0.9904,matched
Lana Del Rey,Blue Jeans,1499,hqQeRUg6U3w,https://music.youtube.com/watch?v=hqQeRUg6U3w,Lana Del Rey,Blue Jeans,Born To Die - The Paradise Edition,210,L8RJ2j,Blue Jeans (remastered),Lana Del Rey,https://getsongbpm.com/song/blue-jeans-remastered/L8RJ2j,117,4/4,D♯,major,10d,56,44,0.9208,matched
System Of A Down,Hypnotize,1500,pvP_YJTpt44,https://music.youtube.com/watch?v=pvP_YJTpt44,System Of A Down,Hypnotize,Hypnotize,190,RlzD20,Hypnotize,System of a Down,https://getsongbpm.com/song/hypnotize/RlzD20,153,4/4,F♯,major,7d,28,4,1.0000,matched
Beware Of Darkness,Muthafucka,1501,Ej66mw0rmuY,https://music.youtube.com/watch?v=Ej66mw0rmuY,Beware Of Darkness,Muthafucka,Are You Real?,213,6WwqmV,Muthafucka,Beware of Darkness,https://getsongbpm.com/song/muthafucka/6WwqmV,139,4/4,A,major,4d,36,1,1.0000,matched
Beware Of Darkness,Howl,1502,2MgEIaqZanM,https://music.youtube.com/watch?v=2MgEIaqZanM,Beware Of Darkness,Howl,Orthodox,244,PZPn2z,Howl,Beware of Darkness,https://getsongbpm.com/song/howl/PZPn2z,90,4/4,D,major,3d,24,1,1.0000,matched
Ozzy Osbourne,"Mama, I'm Coming Home",1503,GL_SEtGA1ag,https://music.youtube.com/watch?v=GL_SEtGA1ag,Ozzy Osbourne,"Mama, I'm Coming Home",No More Tears (Expanded Edition),252,voNGr,"Mama, I'm Coming Home",Ozzy Osbourne,https://getsongbpm.com/song/mama-i-m-coming-home/voNGr,72,4/4,D♯,major,10d,29,2,0.9904,matched
Behemoth,Messe Noire,1507,tevtn3KCNc8,https://music.youtube.com/watch?v=tevtn3KCNc8,Behemoth,Messe Noire,The Satanist,245,WLmOXo,Messe Noire,Behemoth,https://getsongbpm.com/song/messe-noire/WLmOXo,125,4/4,G♯,major,9d,18,1,1.0000,matched
Adele,All I Ask,1510,jb5g4UFHmfQ,https://music.youtube.com/watch?v=jb5g4UFHmfQ,Adele,All I Ask,25,272,99p6q4,All I Ask,Adele,https://getsongbpm.com/song/all-i-ask/99p6q4,70,4/4,E,major,5d,59,89,1.0000,matched
Adele,Someone Like You,1513,XqoanTj5pNY,https://music.youtube.com/watch?v=XqoanTj5pNY,Adele,Someone Like You,21,286,wm670M,Someone Like You,Adele,https://getsongbpm.com/song/someone-like-you/wm670M,67,4/4,A,major,4d,56,90,1.0000,matched
Mudvayne,Prod,1530,FY34b96b6Qo,https://music.youtube.com/watch?v=FY34b96b6Qo,Mudvayne,Prod,L.D. 50,365,zm2kY,Prod,Mudvayne,https://getsongbpm.com/song/prod/zm2kY,159,4/4,C♯,major,8d,38,1,1.0000,matched
Sting,Shape Of My Heart,1533,RVfGFmBFgoc,https://music.youtube.com/watch?v=RVfGFmBFgoc,Sting,Shape Of My Heart,Ten Summoner's Tales (Expanded Edition),280,BgR4o,Shape of My Heart,Sting,https://getsongbpm.com/song/shape-of-my-heart/BgR4o,83,4/4,F♯m,minor,4m,53,73,0.9904,matched
Queen,Don't Stop Me Now,1535,CczcMarUoVk,https://music.youtube.com/watch?v=CczcMarUoVk,Queen,Don't Stop Me Now,Jazz,210,5Lxjq,Don't Stop Me Now,Queen,https://getsongbpm.com/song/don-t-stop-me-now/5Lxjq,80,4/4,F,major,12d,56,5,1.0000,matched
Oasis,Wonderwall,1536,rj5wZqReXQE,https://music.youtube.com/watch?v=rj5wZqReXQE,Oasis,Wonderwall,(What's The Story) Morning Glory? (Remastered),259,Jqn3VJ,Wonderwall,Oasis,https://getsongbpm.com/song/wonderwall/Jqn3VJ,87,4/4,F♯m,minor,4m,38,1,0.9904,matched
Céline Dion,All By Myself,1538,OO6rx2YTAyk,https://music.youtube.com/watch?v=OO6rx2YTAyk,Céline Dion,All By Myself,Falling into You,313,mw34E,All by Myself,Céline Dion,https://getsongbpm.com/song/all-by-myself/mw34E,120,4/4,Bm,minor,3m,35,35,1.0000,matched
Behemoth,Ora Pro Nobis Lucifer,1543,ll9j1bJPwjg,https://music.youtube.com/watch?v=ll9j1bJPwjg,Behemoth,Ora Pro Nobis Lucifer,The Satanist,336,XLnx2V,Ora Pro Nobis Lucifer,Behemoth,https://getsongbpm.com/song/ora-pro-nobis-lucifer/XLnx2V,175,4/4,C♯,major,8d,11,1,1.0000,matched
Townes Van Zandt,St. John the Gambler,1552,QVi8Z6jFEwI,https://music.youtube.com/watch?v=QVi8Z6jFEwI,Townes Van Zandt,St. John the Gambler,Our Mother the Mountain,186,KYYMJ,St. John the Gambler,Townes Van Zandt,https://getsongbpm.com/song/stpoint-john-the-gambler/KYYMJ,87,5/4,C♯m,minor,5m,25,81,1.0000,matched
Radiohead,Daydreaming,1566,TkiyWhETiJw,https://music.youtube.com/watch?v=TkiyWhETiJw,Radiohead,Daydreaming,A Moon Shaped Pool,385,Z8Nqqw,Daydreaming,Radiohead,https://getsongbpm.com/song/daydreaming/Z8Nqqw,68,3/4,Am,minor,1m,30,97,1.0000,matched
Jinjer,Pisces,1567,sq7DG1NFXAw,https://music.youtube.com/watch?v=sq7DG1NFXAw,Jinjer,Pisces,King of Everything,306,57DVXY,Pisces,Jinjer,https://getsongbpm.com/song/pisces/57DVXY,140,1/4,Am,minor,1m,60,2,1.0000,matched
System Of A Down,Mr. Jack,1576,J3XnZyz__oU,https://music.youtube.com/watch?v=J3XnZyz__oU,System Of A Down,Mr. Jack,Steal This Album!,250,19woo,Mr. Jack,System of a Down,https://getsongbpm.com/song/mrpoint-jack/19woo,154,4/4,C,major,1d,31,1,1.0000,matched
System Of A Down,Psycho,1577,-n90NojU8O0,https://music.youtube.com/watch?v=-n90NojU8O0,System Of A Down,Psycho,Toxicity,226,Y0yJM,Psycho,System of a Down,https://getsongbpm.com/song/psycho/Y0yJM,146,4/4,G,major,2d,47,1,1.0000,matched
The Cranberries,Animal Instinct,1580,PSuLP1wUFmM,https://music.youtube.com/watch?v=PSuLP1wUFmM,The Cranberries,Animal Instinct,Bury The Hatchet,212,xvl9Qz,Animal Instinct,The Cranberries,https://getsongbpm.com/song/animal-instinct/xvl9Qz,132,4/4,Em,minor,2m,63,10,1.0000,matched
Adele,Love In The Dark,1582,-hzFTJDJGkQ,https://music.youtube.com/watch?v=-hzFTJDJGkQ,Adele,Love In The Dark,25,286,79n8oG,Love in the Dark,Adele,https://getsongbpm.com/song/love-in-the-dark/79n8oG,109,4/4,Am,minor,1m,34,54,1.0000,matched
Adele,Set Fire to the Rain,1583,a2giXO6eyuI,https://music.youtube.com/watch?v=a2giXO6eyuI,Adele,Set Fire to the Rain,21,243,nrW6RE,Set Fire to the Rain,Adele,https://getsongbpm.com/song/set-fire-to-the-rain/nrW6RE,108,4/4,Dm,minor,12m,61,1,1.0000,matched
Queen,Under Pressure (feat. David Bowie),1594,MkQK83Tf9so,https://music.youtube.com/watch?v=MkQK83Tf9so,Queen,Under Pressure (feat. David Bowie),Hot Space (Deluxe Edition 2011 Remaster),249,qYgO3p,Under Pressure,Queen,https://getsongbpm.com/song/under-pressure/qYgO3p,112,4/4,D,major,3d,67,45,0.9904,matched
Andrea Bocelli,E chiove,1596,ELiZUxuZWyI,https://music.youtube.com/watch?v=ELiZUxuZWyI,Andrea Bocelli,E chiove,,283,l5qALg,E chiove,Andrea Bocelli,https://getsongbpm.com/song/e-chiove/l5qALg,143,4/4,F♯,major,7d,43,56,1.0000,matched
George Michael,They Won't Go When I Go,1610,3PY6APTq43s,https://music.youtube.com/watch?v=3PY6APTq43s,George Michael,They Won't Go When I Go,Listen Without Prejudice / MTV Unplugged (Deluxe),307,mw61O,They Won't Go When I Go,George Michael,https://getsongbpm.com/song/they-won-t-go-when-i-go/mw61O,122,3/4,Fm,minor,9m,34,93,0.9815,matched
HIM,When Love and Death Embrace,1614,3SQoWq4yevY,https://music.youtube.com/watch?v=3SQoWq4yevY,HIM,When Love and Death Embrace,Greatest Love Songs Vol. 666,368,xpYmJ,When Love and Death Embrace,HIM,https://getsongbpm.com/song/when-love-and-death-embrace/xpYmJ,160,4/4,G,major,2d,32,1,0.9985,matched
Element Eighty,Broken Promises,1616,RpWaE6vW8tc,https://music.youtube.com/watch?v=RpWaE6vW8tc,Element Eighty,Broken Promises,Element Eighty,198,QX3Ll,Broken Promises,Element Eighty,https://getsongbpm.com/song/broken-promises/QX3Ll,173,4/4,C♯m,minor,5m,45,1,1.0000,matched
Killswitch Engage,My Curse,1620,B4vTwppAfDg,https://music.youtube.com/watch?v=B4vTwppAfDg,Killswitch Engage,My Curse,As Daylight Dies (Special Edition),245,n5mXXW,My Curse,Killswitch Engage,https://getsongbpm.com/song/my-curse/n5mXXW,176,3/4,A♯m,minor,8m,20,1,0.9904,matched
Gojira,Stranded,1621,zgychWIo6UA,https://music.youtube.com/watch?v=zgychWIo6UA,Gojira,Stranded,Magma,270,8306m2,Stranded,Gojira,https://getsongbpm.com/song/stranded/8306m2,92,4/4,Gm,minor,11m,52,1,1.0000,matched
Rivers of Nihil,Where Owls Know My Name,1622,n7oAPPKtka4,https://music.youtube.com/watch?v=n7oAPPKtka4,Rivers of Nihil,Where Owls Know My Name,Where Owls Know My Name,403,PjBPLl,Where Owls Know My Name,Rivers of Nihil,https://getsongbpm.com/song/where-owls-know-my-name/PjBPLl,159,4/4,D,major,3d,40,1,1.0000,matched
Machine Head,Locust,1627,xLW422XCCIs,https://music.youtube.com/watch?v=xLW422XCCIs,Machine Head,Locust,Unto the Locust,457,RlWZjq,Locust,Machine Head,https://getsongbpm.com/song/locust/RlWZjq,122,4/4,G,major,2d,36,1,1.0000,matched
Gojira,Magma,1628,QkjKyr5PqsU,https://music.youtube.com/watch?v=QkjKyr5PqsU,Gojira,Magma,Magma,403,08PV4V,Magma,Gojira,https://getsongbpm.com/song/magma/08PV4V,66,4/4,C,major,1d,38,1,1.0000,matched
Shadow of Intent,Barren and Breathless Macrocosm,1629,-y9THpbYZfQ,https://music.youtube.com/watch?v=-y9THpbYZfQ,Shadow of Intent,Barren and Breathless Macrocosm,Barren and Breathless Macrocosm,297,jYXrOv,Barren and Breathless Macrocosm,Shadow of Intent,https://getsongbpm.com/song/barren-and-breathless-macrocosm/jYXrOv,109,4/4,D,major,3d,26,1,0.9395,matched
Mastodon,The Motherload,1630,_3_nu2aVsOs,https://music.youtube.com/watch?v=_3_nu2aVsOs,Mastodon,The Motherload,Once More 'Round the Sun,300,vl50O0,The Motherload,Mastodon,https://getsongbpm.com/song/the-motherload/vl50O0,148,4/4,Fm,minor,9m,37,1,1.0000,matched
Behemoth,Bartzabel,1631,jATkgqJ4BHI,https://music.youtube.com/watch?v=jATkgqJ4BHI,Behemoth,Bartzabel,I Loved You at Your Darkest,302,qQKYqD,Bartzabel,Behemoth,https://getsongbpm.com/song/bartzabel/qQKYqD,109,4/4,F♯,major,7d,47,3,1.0000,matched
Gojira,Silvera,1634,-ABqhtOH7TM,https://music.youtube.com/watch?v=-ABqhtOH7TM,Gojira,Silvera,Magma,213,6W4RgL,Silvera,Gojira,https://getsongbpm.com/song/silvera/6W4RgL,136,4/4,D,major,3d,34,1,1.0000,matched
Meshuggah,Break Those Bones Whose Sinews Gave It Motion,1635,oqHunVqNaJA,https://music.youtube.com/watch?v=oqHunVqNaJA,Meshuggah,Break Those Bones Whose Sinews Gave It Motion,Koloss,416,1rYO9V,Break Those Bones Whose Sinews Gave It Motion,Meshuggah,https://getsongbpm.com/song/break-those-bones-whose-sinews-gave-it-motion/1rYO9V,136,4/4,F♯,major,7d,52,1,1.0000,matched
Mudvayne,Dig,1638,cXeP210nwwo,https://music.youtube.com/watch?v=cXeP210nwwo,Mudvayne,Dig,L.D. 50,163,lOK15,Dig,Mudvayne,https://getsongbpm.com/song/dig/lOK15,134,4/4,Bm,minor,3m,63,1,1.0000,matched
Infant Annihilator,Blasphemian,1644,gu0yb9r7CtU,https://music.youtube.com/watch?v=gu0yb9r7CtU,Infant Annihilator,Blasphemian,The Elysian Grandeval Galèriarch,445,vQy6vn,Blasphemian,Infant Annihilator,https://getsongbpm.com/song/blasphemian/vQy6vn,160,4/4,A♯m,minor,8m,18,1,1.0000,matched
Bring Me The Horizon,Can You Feel My Heart,1645,H8Wx8GV1Oiw,https://music.youtube.com/watch?v=H8Wx8GV1Oiw,Bring Me The Horizon,Can You Feel My Heart,Sempiternal (Expanded Edition),229,qYO3v0,Can You Feel My Heart,Bring Me the Horizon,https://getsongbpm.com/song/can-you-feel-my-heart/qYO3v0,128,4/4,Em,minor,2m,24,1,0.9904,matched
Thy Art Is Murder,Child of Sorrow,1652,-QR0gAFDOHo,https://music.youtube.com/watch?v=-QR0gAFDOHo,Thy Art Is Murder,Child of Sorrow,Holy War,214,RO4YBY,Child of Sorrow,Thy Art Is Murder,https://getsongbpm.com/song/child-of-sorrow/RO4YBY,131,4/4,D,major,3d,29,1,1.0000,matched
The Doors,Touch Me,1653,EZaQyYgAGfQ,https://music.youtube.com/watch?v=EZaQyYgAGfQ,The Doors,Touch Me,The Soft Parade,191,l5WJ35,Touch Me,The Doors,https://getsongbpm.com/song/touch-me/l5WJ35,108,4/4,C♯,major,8d,43,41,1.0000,matched
The Doors,End of the Night,1654,sO6ouK39mf8,https://music.youtube.com/watch?v=sO6ouK39mf8,The Doors,End of the Night,The Doors,171,4R7gV0,End of the Night,The Doors,https://getsongbpm.com/song/end-of-the-night/4R7gV0,72,4/4,Bm,minor,3m,41,91,1.0000,matched
George Michael,One More Try,1660,gQn2xzLLSyo,https://music.youtube.com/watch?v=gQn2xzLLSyo,George Michael,One More Try,Faith,351,NkVJ66,One More Try,George Michael,https://getsongbpm.com/song/one-more-try/NkVJ66,70,4/4,F,major,12d,24,61,1.0000,matched
Rob Zombie,Dragula,1662,SOctyXxCm-4,https://music.youtube.com/watch?v=SOctyXxCm-4,Rob Zombie,Dragula,Hellbilly Deluxe,223,AnRO,Dragula,Rob Zombie,https://getsongbpm.com/song/dragula/AnRO,123,4/4,Cm,minor,10m,57,1,1.0000,matched
Frank Sinatra,It Had To Be You,1669,BXmEJL1mnuU,https://music.youtube.com/watch?v=BXmEJL1mnuU,Frank Sinatra,It Had To Be You,"Trilogy: Past, Present & Future",235,LZMPpX,It Had To Be You,Frank Sinatra,https://getsongbpm.com/song/it-had-to-be-you/LZMPpX,101,4/4,Cm,minor,10m,24,86,0.9945,matched
Elton John,Sacrifice,1672,RvbjcIQNZJ8,https://music.youtube.com/watch?v=RvbjcIQNZJ8,Elton John,Sacrifice,Sleeping With The Past,305,7L33A,Sacrifice,Elton John,https://getsongbpm.com/song/sacrifice/7L33A,112,4/4,Bm,minor,3m,76,2,1.0000,matched
Michael Jackson,Give In to Me,1674,dqjP5rTOQFc,https://music.youtube.com/watch?v=dqjP5rTOQFc,Michael Jackson,Give In to Me,Dangerous,329,q7Xx3,Give In to Me,Michael Jackson,https://getsongbpm.com/song/give-in-to-me/q7Xx3,86,4/4,Bm,minor,3m,51,16,1.0000,matched
Michael Jackson,You Are Not Alone,1682,02dMNQxwy48,https://music.youtube.com/watch?v=02dMNQxwy48,Michael Jackson,You Are Not Alone,"HIStory: PAST, PRESENT AND FUTURE, BOOK I",346,Pjnyml,You Are Not Alone / I Just Can't Stop Loving You - Immortal Version,Michael Jackson,https://getsongbpm.com/song/you-are-not-alone-i-just-can-t-stop-loving-you-immortal-version/Pjnyml,100,4/4,F♯,major,7d,38,41,0.8643,matched
Rammstein,Ich will,1688,6BkbHk0iKZc,https://music.youtube.com/watch?v=6BkbHk0iKZc,Rammstein,Ich will,Mutter,218,P1V0A,Ich will,Rammstein,https://getsongbpm.com/song/ich-will/P1V0A,129,4/4,D,major,3d,65,1,1.0000,matched
Marilyn Manson,Third Day Of A Seven Day Binge,1691,UzvzjIvH2ig,https://music.youtube.com/watch?v=UzvzjIvH2ig,Marilyn Manson,Third Day Of A Seven Day Binge,The Pale Emperor,267,NLJ8Ym,Third Day of a Seven Day Binge,Marilyn Manson,https://getsongbpm.com/song/third-day-of-a-seven-day-binge/NLJ8Ym,110,4/4,C,major,1d,61,1,1.0000,matched
Enigma,Modern Crusaders,1704,F48mtaFOccg,https://music.youtube.com/watch?v=F48mtaFOccg,Enigma,Modern Crusaders,The Screen Behind The Mirror,231,rk4p6,Modern Crusaders,Enigma,https://getsongbpm.com/song/modern-crusaders/rk4p6,114,4/4,Bm,minor,3m,62,1,1.0000,matched
George Michael,Mothers Pride,1706,33tfXEi9x18,https://music.youtube.com/watch?v=33tfXEi9x18,George Michael,Mothers Pride,Listen Without Prejudice / MTV Unplugged (Deluxe),240,qj5g2,Mothers Pride,George Michael,https://getsongbpm.com/song/mothers-pride/qj5g2,158,4/4,B,major,6d,36,97,0.9815,matched
Thy Art Is Murder,The Purest Strain Of Hate,1716,7xIF-8LiJAo,https://music.youtube.com/watch?v=7xIF-8LiJAo,Thy Art Is Murder,The Purest Strain Of Hate,Hate,206,oQBlk3,The Purest Strain of Hate,Thy Art Is Murder,https://getsongbpm.com/song/the-purest-strain-of-hate/oQBlk3,135,4/4,B,major,6d,47,1,1.0000,matched
Infant Annihilator,A Rape of Sirens (feat. Alex Terrible),1725,jFhsMAQJLIs,https://music.youtube.com/watch?v=jFhsMAQJLIs,Infant Annihilator,A Rape of Sirens (feat. Alex Terrible),The Battle of Yaldabaoth,280,k2YyrX,A Rape of Sirens,Infant Annihilator,https://getsongbpm.com/song/a-rape-of-sirens/k2YyrX,110,4/4,D♯,major,10d,29,1,1.0000,matched
Infant Annihilator,Empusa: Queen of the Damned,1726,6RE0wVAO1Rs,https://music.youtube.com/watch?v=6RE0wVAO1Rs,Infant Annihilator,Empusa: Queen of the Damned,The Battle of Yaldabaoth,307,lRZz26,Empusa: Queen of the Damned,Infant Annihilator,https://getsongbpm.com/song/empusa-queen-of-the-damned/lRZz26,124,4/4,C,major,1d,31,1,1.0000,matched
Infant Annihilator,Three Bastards,1732,-pk5miFbS5s,https://music.youtube.com/watch?v=-pk5miFbS5s,Infant Annihilator,Three Bastards,The Battle of Yaldabaoth,258,79EjpA,Three Bastards,Infant Annihilator,https://getsongbpm.com/song/three-bastards/79EjpA,140,4/4,D,major,3d,46,1,1.0000,matched
Infant Annihilator,Decapitation Fornication,1733,eR11sbtmisM,https://music.youtube.com/watch?v=eR11sbtmisM,Infant Annihilator,Decapitation Fornication,The Palpable Leprosy of Pollution,208,86jjN2,Decapitation Fornication,Infant Annihilator,https://getsongbpm.com/song/decapitation-fornication/86jjN2,136,4/4,A♯m,minor,8m,20,1,1.0000,matched
Infant Annihilator,Pelt of Innocent Flesh,1734,67wlg_NlxWw,https://music.youtube.com/watch?v=67wlg_NlxWw,Infant Annihilator,Pelt of Innocent Flesh,The Elysian Grandeval Galèriarch,425,r2rWoL,Pelt of Innocent Flesh,Infant Annihilator,https://getsongbpm.com/song/pelt-of-innocent-flesh/r2rWoL,119,4/4,B,major,6d,28,1,1.0000,matched
Infant Annihilator,Cuntcrusher,1735,WjOZiRlCFCU,https://music.youtube.com/watch?v=WjOZiRlCFCU,Infant Annihilator,Cuntcrusher,The Palpable Leprosy of Pollution (Instrumental),299,32ZZP4,Cuntcrusher,Infant Annihilator,https://getsongbpm.com/song/cuntcrusher/32ZZP4,236,4/4,A♯m,minor,8m,28,1,0.9904,matched
Infant Annihilator,Immeasurable Foetal Mutilation,1738,Es5arL6M_bQ,https://music.youtube.com/watch?v=Es5arL6M_bQ,Infant Annihilator,Immeasurable Foetal Mutilation,The Palpable Leprosy of Pollution,218,1rXXP0,Immeasurable Foetal Mutilation,Infant Annihilator,https://getsongbpm.com/song/immeasurable-foetal-mutilation/1rXXP0,81,4/4,F,major,12d,37,1,1.0000,matched
Infant Annihilator,The Battle of Yaldabaoth (feat. Alex Teyen),1741,ChOk4g5v_SI,https://music.youtube.com/watch?v=ChOk4g5v_SI,Infant Annihilator,The Battle of Yaldabaoth (feat. Alex Teyen),The Battle of Yaldabaoth,366,oZ3DjK,The Battle of Yaldabaoth,Infant Annihilator,https://getsongbpm.com/song/the-battle-of-yaldabaoth/oZ3DjK,130,4/4,F♯,major,7d,46,1,1.0000,matched
