source_position,video_id,video_url,normalized_artists,normalized_title,original_artists,original_title,album,duration_seconds,key_of,mode,tempo,time_sig,open_key,match_status,match_score,match_reason,metadata_source,getsongbpm_song_id,getsongbpm_title,getsongbpm_artist,getsongbpm_uri,danceability,acousticness
1261,mRNcPbCJNJ8,https://music.youtube.com/watch?v=mRNcPbCJNJ8,Sade,Smooth Operator (Single Version),Sade,Smooth Operator (Single Version),The Best of Sade,259,A,minor,119,4/4,1m,matched,0.8675,,GetSongBPM,P1njP1,Smooth Operator,Sade,https://getsongbpm.com/song/smooth-operator/P1njP1,69,8
1263,WiDj69ik9Qs,https://music.youtube.com/watch?v=WiDj69ik9Qs,Luciano Pavarotti; Orchestra del Teatro Comunale di Bologna; Giancarlo Chiaramello,Cardillo: Core 'ngrato (Arr. Chiaramello),Luciano Pavarotti; Orchestra del Teatro Comunale di Bologna; Giancarlo Chiaramello,Cardillo: Core 'ngrato (Arr. Chiaramello),Luciano Pavarotti - Passione,296,,,,,,missing,,not_found,,,,,,,
1277,9px_038-bYI,https://music.youtube.com/watch?v=9px_038-bYI,Garou,Autour du feu (Medley: L'été indien / Et si tu n'existais pas / Ça va pas changer le monde / Les yeux d'Émilie),Garou,Autour du feu (Medley: L'été indien / Et si tu n'existais pas / Ça va pas changer le monde / Les yeux d'Émilie),Garou joue Dassin,290,,,,,,missing,,not_found,,,,,,,
1278,bVeOdm-29pU,https://music.youtube.com/watch?v=bVeOdm-29pU,Frédéric Chopin,"Nocturne No. 2 in E flat Major, Op. 9,2",Frédéric Chopin,"Nocturne No. 2 in E flat Major, Op. 9,2",Chopin,284,C#,major,68,4/4,8d,manual_accept_broader,0.8512,,GetSongBPM,ZYlAAE,Nocturne No. 2,Fryderyk Chopin,https://getsongbpm.com/song/nocturne-nopoint-2/ZYlAAE,27,100
1279,m_OrlxQaKlA,https://music.youtube.com/watch?v=m_OrlxQaKlA,Garou,Gitan,Garou,Gitan,Seul,246,B,minor,158,4/4,3m,matched,1.0000,,GetSongBPM,0VjKP3,Gitan,Garou,https://getsongbpm.com/song/gitan/0VjKP3,49,5
1280,dSa0Z0Yd0J0,https://music.youtube.com/watch?v=dSa0Z0Yd0J0,BrunoPelletier1,Notre Dame de Paris Le Temps des Cathédrales,BrunoPelletier1,Notre Dame de Paris Le Temps des Cathédrales,,192,,,,,,missing,,manual_reject_broader,,,,,,,
1281,mzv3hfcTGCU,https://music.youtube.com/watch?v=mzv3hfcTGCU,Igorrr,Problème d'émotion,Igorrr,Problème d'émotion,Savage Sinusoid,279,G#,minor,76,3/4,6m,matched,1.0000,,GetSongBPM,k2mQZK,Problème d'émotion,Igorrr,https://getsongbpm.com/song/probleme-d-emotion/k2mQZK,22,15
1282,1GXY4tSgCp0,https://music.youtube.com/watch?v=1GXY4tSgCp0,Satyricon,Black Crow on a Tombstone,Satyricon,Black Crow on a Tombstone,The Age Of Nero,233,G,major,119,4/4,2d,matched,1.0000,,GetSongBPM,ADyoEz,Black Crow on a Tombstone,Satyricon,https://getsongbpm.com/song/black-crow-on-a-tombstone/ADyoEz,63,1
1283,XVBkYi7FoPs,https://music.youtube.com/watch?v=XVBkYi7FoPs,Батюшка,Песнь 5,Батюшка,Песнь 5,Панихида,334,,minor,,,,matched,0.9413,,GetSongBPM,Qko3PL,Песнь 5,Батюшка,https://getsongbpm.com/song/pesn-5/Qko3PL,,
1286,EgAOqt8I5ac,https://music.youtube.com/watch?v=EgAOqt8I5ac,Ilmari Hakkola,Bad Piggies Theme,Ilmari Hakkola,Bad Piggies Theme,Bad Piggies (Original Game Soundtrack) (Extended Edition),161,,,,,,missing,,not_found,,,,,,,
1287,FmHxcFkajw0,https://music.youtube.com/watch?v=FmHxcFkajw0,Moby,Extreme Ways,Moby,Extreme Ways,18,238,A,minor,99,4/4,1m,matched,1.0000,,GetSongBPM,z6QYq,Extreme Ways,Moby,https://getsongbpm.com/song/extreme-ways/z6QYq,52,1
1288,UkhHY7U3LwU,https://music.youtube.com/watch?v=UkhHY7U3LwU,Patrick Carney,BoJack's Theme (Full Length) (feat. Ralph Carney),Patrick Carney,BoJack's Theme (Full Length) (feat. Ralph Carney),BoJack Horseman (Music from the Netflix Original Series),264,,,,,,missing,,not_found,,,,,,,
1289,aYAoeYE9CLs,https://music.youtube.com/watch?v=aYAoeYE9CLs,Moby,"Extreme Ways (From The ""Bourne"" Film Series)",Moby,"Extreme Ways (From The ""Bourne"" Film Series)","Extreme Ways (From The ""Bourne"" Film Series)",298,A,minor,99,4/4,1m,manual_accept_broader,0.9232,,GetSongBPM,z6QYq,Extreme Ways,Moby,https://getsongbpm.com/song/extreme-ways/z6QYq,52,1
1291,2o9KfyPqQzY,https://music.youtube.com/watch?v=2o9KfyPqQzY,Hans Zimmer,No Time for Caution,Hans Zimmer,No Time for Caution,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],247,,,,,,missing,,manual_reject_broader,,,,,,,
1292,XMgMOYKZ96g,https://music.youtube.com/watch?v=XMgMOYKZ96g,Hans Zimmer,Wheel of Fortune,Hans Zimmer,Wheel of Fortune,Pirates of the Caribbean:  Dead Man's Chest (Original Motion Picture Soundtrack),406,A,minor,181,,,manual_entry,1.0000,,manual,,,,,,
1293,Cc3qZ1HtwsM,https://music.youtube.com/watch?v=Cc3qZ1HtwsM,Hans Zimmer,Tia Dalma,Hans Zimmer,Tia Dalma,Pirates of the Caribbean:  Dead Man's Chest (Original Motion Picture Soundtrack),238,,,,,,missing,,not_found,,,,,,,
1294,z9vs_UCmfdA,https://music.youtube.com/watch?v=z9vs_UCmfdA,Hans Zimmer,Dinner Is Served,Hans Zimmer,Dinner Is Served,Pirates of the Caribbean:  Dead Man's Chest (Original Motion Picture Soundtrack),91,G#,major,124,,,manual_entry,1.0000,,manual,,,,,,
1295,h0eEsdYOCRE,https://music.youtube.com/watch?v=h0eEsdYOCRE,Михаил Елизаров,ДЕТИ И ГАШИШ,Михаил Елизаров,Михаил Елизаров —ДЕТИ И ГАШИШ,,181,,,,,,missing,,not_found,,,,,,,
1296,iRyaB8RgU4c,https://music.youtube.com/watch?v=iRyaB8RgU4c,Shaman's Harvest,Broken Dreams [Drew McIntyre | HQ + full intro + Lyrics],ChrisRyot,Shaman's Harvest - Broken Dreams [Drew McIntyre  | HQ + full intro + Lyrics],,301,,,,,,missing,,manual_reject_broader,,,,,,,
1299,BaT6qUGKLbg,https://music.youtube.com/watch?v=BaT6qUGKLbg,Rivers of Nihil,Sand Baptism,Rivers of Nihil,Sand Baptism,Monarchy,290,C#,major,120,4/4,8d,matched,1.0000,,GetSongBPM,QkWWR0,Sand Baptism,Rivers of Nihil,https://getsongbpm.com/song/sand-baptism/QkWWR0,43,1
1301,trDOwHzEqMY,https://music.youtube.com/watch?v=trDOwHzEqMY,19 Most Romantic Waltzes,Chopin Complete Waltzes,Traum Piano,19 Most Romantic Waltzes - Chopin Complete Waltzes,,3769,,,,,,missing,,not_found,,,,,,,
1302,MygSbWoX-Ys,https://music.youtube.com/watch?v=MygSbWoX-Ys,Liszt,"Liebestraum"" (Dream of love)",Traum Piano,"Liszt - ""Liebestraum"" (Dream of love)",,327,,,,,,missing,,not_found,,,,,,,
1303,Vn99MTfNBOA,https://music.youtube.com/watch?v=Vn99MTfNBOA,Мандри,Дорога,Sergiy Fomenko,"Mandry ""Doroga"" (Мандри ""Дорога"")",,211,,,,,,missing,,not_found,,,,,,,
1304,dG-SLTnN9go,https://music.youtube.com/watch?v=dG-SLTnN9go,TRAUM,"Grandes études de Paganini, S. 141: No. 3 in G-Sharp Minor (Allegretto) ""La campanella",TRAUM,"Grandes études de Paganini, S. 141: No. 3 in G-Sharp Minor (Allegretto) ""La campanella""",Chopin & Liszt Complete Etudes Vol.1,265,,,,,,missing,,manual_reject_broader,,,,,,,
1305,jDFtgMHiPAM,https://music.youtube.com/watch?v=jDFtgMHiPAM,Geoff Castellucci,Far over the Misty Mountains Cold,Geoff Castellucci,Far over the Misty Mountains Cold,Far over the Misty Mountains Cold,253,G,minor,106,,,manual_entry,1.0000,,manual,,,,,,
1306,bbdEIzfeDSs,https://music.youtube.com/watch?v=bbdEIzfeDSs,Miracle Of Sound; Peyton Parrish,Valhalla Calling - Duet Version,Miracle Of Sound; Peyton Parrish,Valhalla Calling - Duet Version,Valhalla Calling (Duet Version),241,C#,minor,76,,,manual_entry,1.0000,,manual,,,,,,
1307,KS0Tk8UDRno,https://music.youtube.com/watch?v=KS0Tk8UDRno,Motörhead,Enter Sandman,Motörhead,Enter Sandman,Enter Sandman EP,313,A,major,123,,,manual_entry,1.0000,,manual,,,,,,
1308,y6yMdWwyWM0,https://music.youtube.com/watch?v=y6yMdWwyWM0,Russian Orthodox Male Choir of Australia,"Trisagion (I. Haritonov, arr. N. Kotlaroff)",Russian Orthodox Male Choir of Australia,"Trisagion (I. Haritonov, arr. N. Kotlaroff)",The Divine Liturgy of St. John Chrysostom,182,,,,,,missing,,not_found,,,,,,,
1309,tGSDVrnjDqI,https://music.youtube.com/watch?v=tGSDVrnjDqI,Mozart,"Twinkle Twinkle Little Star"" (12 Variations on ""Ah vous dirai-je, Maman"")",Traum Piano,"Mozart - ""Twinkle Twinkle Little Star"" (12 Variations on ""Ah vous dirai-je, Maman"")",,566,,,,,,missing,,not_found,,,,,,,
1311,_nlqxtsuDus,https://music.youtube.com/watch?v=_nlqxtsuDus,Kassia,Chopin: Nocturne Op. 55 No. 1,Kassia,Chopin: Nocturne Op. 55 No. 1,Chopin: Nocturne Op. 55 No. 1,335,,,,,,missing,,not_found,,,,,,,
1312,EHTz19-brHY,https://music.youtube.com/watch?v=EHTz19-brHY,Rousseau,Etude Op. 25 No. 9 - Butterfly (Chopin),Rousseau,Etude Op. 25 No. 9 - Butterfly (Chopin),Etude Op. 25 No. 9 - Butterfly (Chopin),84,,,,,,missing,,not_found,,,,,,,
1313,WCLCRglJvw4,https://music.youtube.com/watch?v=WCLCRglJvw4,Kassia; Edvard Grieg,Grieg: In the Hall of the Mountain King,Kassia; Edvard Grieg,Grieg: In the Hall of the Mountain King,Grieg: In the Hall of the Mountain King,134,,,,,,missing,,not_found,,,,,,,
1314,RJTekJw7vIY,https://music.youtube.com/watch?v=RJTekJw7vIY,Kassia,Shostakovich: Waltz No. 2,Kassia,Shostakovich: Waltz No. 2,Shostakovich: Waltz No. 2,212,,,,,,missing,,not_found,,,,,,,
1315,vEicbIksD-I,https://music.youtube.com/watch?v=vEicbIksD-I,Rousseau,Revolutionary Etude - Op. 10 No. 12 (Chopin),Rousseau,Revolutionary Etude - Op. 10 No. 12 (Chopin),Revolutionary Etude - Op. 10 No. 12 (Chopin),182,,,,,,missing,,not_found,,,,,,,
1316,H1Dvg2MxQn8,https://music.youtube.com/watch?v=H1Dvg2MxQn8,Liszt,"La Campanella (100,000 special)",Rousseau,"Liszt - La Campanella (100,000 special)",,318,,,,,,missing,,not_found,,,,,,,
1317,yRAzxe9wRaQ,https://music.youtube.com/watch?v=yRAzxe9wRaQ,Kassia,Chopin: Etude Op. 25 No. 11 “Winter Wind”,Kassia,Chopin: Etude Op. 25 No. 11 “Winter Wind”,Chopin: Etude Op. 25 No. 11 “Winter Wind”,217,,,,,,missing,,not_found,,,,,,,
1318,8CEjcuYbtIg,https://music.youtube.com/watch?v=8CEjcuYbtIg,Rousseau,Etude Op. 8 No. 12 (Scriabin),Rousseau,Etude Op. 8 No. 12 (Scriabin),Etude Op. 8 No. 12 (Scriabin),181,,,,,,missing,,not_found,,,,,,,
1320,aDo38jxxBkw,https://music.youtube.com/watch?v=aDo38jxxBkw,Воплі Відоплясова,Halya Is Carrying,Воплі Відоплясова,Halya Is Carrying,Halya Is Carrying,184,,,,,,missing,,not_found,,,,,,,
1321,fPKR8Uv7Rxo,https://music.youtube.com/watch?v=fPKR8Uv7Rxo,Vopli Vidopliasova,We Were in the Village,Vopli Vidopliasova,We Were in the Village,Хвилі амура,210,,,,,,missing,,manual_reject_broader,,,,,,,
1322,iDvEIJtuDYw,https://music.youtube.com/watch?v=iDvEIJtuDYw,Воплі Відоплясова,Land of Dream,Воплі Відоплясова,Land of Dream,Країна Мрій,307,,,,,,missing,,manual_reject_broader,,,,,,,
1323,pqIbm7H6E1w,https://music.youtube.com/watch?v=pqIbm7H6E1w,БумБокс,Вахтерам,БумБокс,Вахтерам,Family бізнес,241,,,,,,missing,,not_found,,,,,,,
1324,dbq3tILUPmg,https://music.youtube.com/watch?v=dbq3tILUPmg,Океан Ельзи,911,Океан Ельзи,911,Модель,210,C,minor,120,4/4,10m,matched,1.0000,,GetSongBPM,5KD58,911,Океан Ельзи,https://getsongbpm.com/song/911/5KD58,79,19
1325,kTiiUw2HjjM,https://music.youtube.com/watch?v=kTiiUw2HjjM,Океан Ельзи,"Там, де нас нема",Океан Ельзи,"Там, де нас нема","Там, де нас нема",213,,,,,,missing,,not_found,,,,,,,
1326,DLQoFcEF6Ws,https://music.youtube.com/watch?v=DLQoFcEF6Ws,Moby,Why Does My Heart Feel So Bad?,Moby,Why Does My Heart Feel So Bad?,Play,265,G,major,98,4/4,2d,matched,1.0000,,GetSongBPM,PNEG6,Why Does My Heart Feel So Bad?,Moby,https://getsongbpm.com/song/why-does-my-heart-feel-so-badquestion/PNEG6,60,1
1327,aLq0gHTvt8w,https://music.youtube.com/watch?v=aLq0gHTvt8w,Воплі Відоплясова,Весна,Воплі Відоплясова,Весна,Найкраще,304,,,,,,missing,,not_found,,,,,,,
1328,gmp_J2Si_BU,https://music.youtube.com/watch?v=gmp_J2Si_BU,Vopli Vidopliasova,Ye-Ye,Vopli Vidopliasova,Ye-Ye,Хвилі амура,212,,,,,,missing,,manual_reject_broader,,,,,,,
1329,52VL7jBq1pc,https://music.youtube.com/watch?v=52VL7jBq1pc,Михаил Елизаров,СТОМАТОЛОГ,Михаил Елизаров,Михаил Елизаров — СТОМАТОЛОГ,,206,,,,,,missing,,not_found,,,,,,,
1330,gWBbtwdvw4A,https://music.youtube.com/watch?v=gWBbtwdvw4A,Dying Fetus,Second Skin,Dying Fetus,Second Skin,Reign Supreme (Deluxe Version),283,C#,major,109,4/4,8d,matched,0.9904,,GetSongBPM,L8WEvw,Second Skin,Dying Fetus,https://getsongbpm.com/song/second-skin/L8WEvw,31,1
1331,KpvGI-JmV-c,https://music.youtube.com/watch?v=KpvGI-JmV-c,Satyricon,To Your Brethren in the Dark,Satyricon,To Your Brethren in the Dark,Deep Calleth Upon Deep,368,G,minor,109,4/4,11m,matched,1.0000,,GetSongBPM,WPD0PJ,To Your Brethren In The Dark,Satyricon,https://getsongbpm.com/song/to-your-brethren-in-the-dark/WPD0PJ,43,1
1332,gyvRlCmjM2A,https://music.youtube.com/watch?v=gyvRlCmjM2A,Mgła,Exercises in Futility V,Mgła,Exercises in Futility V,Exercises in Futility,496,G,major,82,4/4,2d,manual_accept,1.0000,,GetSongBPM,PzGqvW,Exercises in Futility V,Mgła,https://getsongbpm.com/song/exercises-in-futility-v/PzGqvW,20,1
1333,XAJ47jr3h0U,https://music.youtube.com/watch?v=XAJ47jr3h0U,Егор Летов,Всё как у людей,Егор Летов,Всё как у людей,Вершки и корешки,257,,,,,,missing,,not_found,,,,,,,
1334,GY8hbWW8Cfg,https://music.youtube.com/watch?v=GY8hbWW8Cfg,Егор Летов,Колыбельная,Егор Летов,Колыбельная,Вершки и корешки,88,,,,,,missing,,not_found,,,,,,,
1335,UdgAHSGvIAg,https://music.youtube.com/watch?v=UdgAHSGvIAg,Егор Летов,Иуда будет в раю,Егор Летов,Иуда будет в раю,Вершки и корешки,108,,,,,,missing,,not_found,,,,,,,
1336,T0dUUXaM0Xk,https://music.youtube.com/watch?v=T0dUUXaM0Xk,Егор Летов,Как листовка,Егор Летов,Как листовка,Вершки и корешки,173,,,,,,missing,,not_found,,,,,,,
1337,1riHV-aLO8Q,https://music.youtube.com/watch?v=1riHV-aLO8Q,Егор Летов,Философская песня о пуле,Егор Летов,Философская песня о пуле,Вершки и корешки,161,,,,,,missing,,not_found,,,,,,,
1340,vBdiuFMScc4,https://music.youtube.com/watch?v=vBdiuFMScc4,Егор Летов,Государство,Егор Летов,Государство,Вершки и корешки,112,,,,,,missing,,not_found,,,,,,,
1341,7hhV4nrs7gk,https://music.youtube.com/watch?v=7hhV4nrs7gk,Loreena McKennitt,The Mystic's Dream,Loreena McKennitt,The Mystic's Dream,The Mask and Mirror,464,G,major,112,4/4,2d,matched,1.0000,,GetSongBPM,ADMmzB,The Mystic's Dream,Loreena McKennitt,https://getsongbpm.com/song/the-mystic-s-dream/ADMmzB,30,67
1342,FiApCJWwgOs,https://music.youtube.com/watch?v=FiApCJWwgOs,Sting,Desert Rose (feat. Cheb Mami),Sting,Desert Rose (feat. Cheb Mami),Brand New Day,286,C,minor,111,4/4,10m,matched,1.0000,,GetSongBPM,KOR5z,Desert Rose,Sting,https://getsongbpm.com/song/desert-rose/KOR5z,59,2
1343,KP_fR-Uh4OI,https://music.youtube.com/watch?v=KP_fR-Uh4OI,System Of A Down,Violent Pornography,System Of A Down,Violent Pornography,Mezmerize,212,F#,major,144,4/4,7d,matched,1.0000,,GetSongBPM,wov6g,Violent Pornography,System of a Down,https://getsongbpm.com/song/violent-pornography/wov6g,46,3
1345,Ph8Qt3DHVwo,https://music.youtube.com/watch?v=Ph8Qt3DHVwo,System Of A Down,ATWA,System Of A Down,ATWA,Toxicity,177,F,minor,87,4/4,9m,matched,1.0000,,GetSongBPM,RwPyO,ATWA,System of a Down,https://getsongbpm.com/song/atwa/RwPyO,38,1
1350,-W0aJf5rjEk,https://music.youtube.com/watch?v=-W0aJf5rjEk,Батюшка,Песнь 2,Батюшка,Песнь 2,Панихида,461,,minor,,,,matched,0.9413,,GetSongBPM,NOlZMp,Песнь 2,Батюшка,https://getsongbpm.com/song/pesn-2/NOlZMp,,
1351,pqfZIDFi6Bc,https://music.youtube.com/watch?v=pqfZIDFi6Bc,Mgła,Exercises in Futility VI,Mgła,Exercises in Futility VI,Exercises in Futility,530,G,minor,150,4/4,11m,manual_accept,1.0000,,GetSongBPM,RPXvxK,Exercises in Futility VI,Mgła,https://getsongbpm.com/song/exercises-in-futility-vi/RPXvxK,31,1
1352,0sHvlvEJls0,https://music.youtube.com/watch?v=0sHvlvEJls0,System Of A Down,Question! live【Rock In Rio 2011 | 60fpsHD】,ObeyYourSysteM,System Of A Down - Question! live【Rock In Rio 2011 | 60fpsᴴᴰ】,,261,,,,,,missing,,not_found,,,,,,,
1353,P_zvs5Si1ZE,https://music.youtube.com/watch?v=P_zvs5Si1ZE,System Of A Down,Question! - live @ Rock am Ring 2011,Sebo8919,System Of A Down - Question! - live @ Rock am Ring 2011 HD,,256,,,,,,missing,,not_found,,,,,,,
1354,MWzeCcQqFyM,https://music.youtube.com/watch?v=MWzeCcQqFyM,Michael Thomas Connolly,Hallelujah,Michael Thomas Connolly,Hallelujah,Hallelujah,169,,,,,,missing,,manual_reject_broader,,,,,,,
1356,d7lbzUUXj0k,https://music.youtube.com/watch?v=d7lbzUUXj0k,Radiohead,Black Star,Radiohead,Black Star,The Bends,248,G,major,158,4/4,2d,matched,1.0000,,GetSongBPM,AD0R1,Black Star,Radiohead,https://getsongbpm.com/song/black-star/AD0R1,29,1
1357,2y6kop0VTXY,https://music.youtube.com/watch?v=2y6kop0VTXY,Radiohead,Street Spirit (Fade Out),Radiohead,Street Spirit (Fade Out),The Bends,254,A,minor,69,4/4,1m,matched,1.0000,,GetSongBPM,DkmXY,Street Spirit (Fade Out),Radiohead,https://getsongbpm.com/song/street-spirit-fade-out/DkmXY,49,32
1359,e0YW5ZpQWsM,https://music.youtube.com/watch?v=e0YW5ZpQWsM,System Of A Down,Lost In Hollywood live (HD/DVD Quality),ObeyYourSysteM,System Of A Down - Lost In Hollywood live (HD/DVD Quality),,351,,,,,,missing,,manual_reject_broader,,,,,,,
1360,8wObL_vXmk0,https://music.youtube.com/watch?v=8wObL_vXmk0,System Of A Down,Lost In Hollywood LIVE【Rock In Rio 2015 | 60fpsHD】,ObeyYourSysteM,System Of A Down - Lost In Hollywood LIVE【Rock In Rio 2015 | 60fpsᴴᴰ】,,332,,,,,,missing,,not_found,,,,,,,
1361,QevMTQTPhjg,https://music.youtube.com/watch?v=QevMTQTPhjg,Океан Ельзи,Мить,Океан Ельзи,Мить,Без меж,313,,,,,,missing,,not_found,,,,,,,
1362,NCt5LqvZKbM,https://music.youtube.com/watch?v=NCt5LqvZKbM,Fear Factory,Linchpin,Fear Factory,Linchpin,Digimortal,205,C,major,111,4/4,1d,matched,1.0000,,GetSongBPM,28M4z,Linchpin,Fear Factory,https://getsongbpm.com/song/linchpin/28M4z,70,1
1364,DLi25fgVuRs,https://music.youtube.com/watch?v=DLi25fgVuRs,Renée Fleming; London Philharmonic Orchestra; Sir Charles Mackerras; Giacomo Puccini,Puccini: Gianni Schicchi: O mio babbino caro,Renée Fleming; London Philharmonic Orchestra; Sir Charles Mackerras; Giacomo Puccini,Puccini: Gianni Schicchi: O mio babbino caro,Renée Fleming,173,,,,,,missing,,not_found,,,,,,,
1365,70qPvCKU_m4,https://music.youtube.com/watch?v=70qPvCKU_m4,Rotting christ,Χ Ξ Σ (666),Rotting christ,Χ Ξ Σ (666),Kata Ton Daimona Eaytoy (Do What Thou Wilt),349,,,,,,missing,,not_found,,,,,,,
1366,yEeXq5Rn320,https://music.youtube.com/watch?v=yEeXq5Rn320,Advent Sorrow,Pestilence Shall Come,Advent Sorrow,Pestilence Shall Come,Pestilence Shall Come,354,C#,minor,149,4/4,5m,matched,0.9422,,GetSongBPM,r2joR6,Pestilence Shall Come,Advent Sorrow,https://getsongbpm.com/song/pestilence-shall-come/r2joR6,12,1
1367,RlBVgsZ6Y-w,https://music.youtube.com/watch?v=RlBVgsZ6Y-w,Mastodon,Steambreather,Mastodon,Steambreather,Emperor of Sand,304,D,major,165,4/4,3d,matched,1.0000,,GetSongBPM,PjL9Bn,Steambreather,Mastodon,https://getsongbpm.com/song/steambreather/PjL9Bn,36,1
1369,cvV2cWyQ9ls,https://music.youtube.com/watch?v=cvV2cWyQ9ls,Дмитро Гнатюк,Два Кольори (1966),Дмитро Гнатюк,Два Кольори (1966),"Шедеври Української Естради: Два Кольори, Vol. 2",256,,,,,,missing,,not_found,,,,,,,
1371,Oy39gZzS2m8,https://music.youtube.com/watch?v=Oy39gZzS2m8,The Minions,I Swear,The Minions,I Swear,Despicable Me 2 (Original Motion Picture Soundtrack),99,G,major,85,,,manual_entry,1.0000,,manual,,,,,,
1372,XTEMDTVGiKE,https://music.youtube.com/watch?v=XTEMDTVGiKE,Дмитро Гнатюк,Рідна мати моя (Пісня про рушник),Українська естрада,Дмитро Гнатюк - Рідна мати моя (Пісня про рушник),,288,,,,,,missing,,not_found,,,,,,,
1373,2whmcxjH-k8,https://music.youtube.com/watch?v=2whmcxjH-k8,Blackhelm,One Thousand Years,Blackhelm,One Thousand Years,Dark Clouds of the Inferno,151,B,major,180,,,manual_entry,1.0000,,manual,,,,,,
1374,XT-4NaqJTb8,https://music.youtube.com/watch?v=XT-4NaqJTb8,Dimmu Borgir,Interdimensional Summit,Dimmu Borgir,Interdimensional Summit,Eonian,280,F#,major,141,3/4,7d,matched,1.0000,,GetSongBPM,VvLkjX,Interdimensional Summit,Dimmu Borgir,https://getsongbpm.com/song/interdimensional-summit/VvLkjX,44,1
1375,hdbHnKoEzUc,https://music.youtube.com/watch?v=hdbHnKoEzUc,PATRIARKH,Pierwyj Czas,PATRIARKH,Pierwyj Czas,Hospodi,278,,,,,,missing,,not_found,,,,,,,
1377,JM0VKVa_aRo,https://music.youtube.com/watch?v=JM0VKVa_aRo,Urfaust,Meditatum II,Urfaust,Meditatum II,Empty Space Meditation,598,,,,,,missing,,not_found,,,,,,,
1378,MY2DF1KVatM,https://music.youtube.com/watch?v=MY2DF1KVatM,PATRIARKH,Liturgiya,PATRIARKH,Liturgiya,Hospodi,393,,,,,,missing,,not_found,,,,,,,
1379,5uu8HewYlMA,https://music.youtube.com/watch?v=5uu8HewYlMA,Batushka,Yekteniya VIII,Batushka,Yekteniya VIII,Litourgiya,310,,,,,,missing,,not_found,,,,,,,
1380,IeJeAB-F0Rw,https://music.youtube.com/watch?v=IeJeAB-F0Rw,Batushka,Yekteniya VI,Batushka,Yekteniya VI,Litourgiya,254,,,,,,missing,,not_found,,,,,,,
1381,XCMNqKuuFC4,https://music.youtube.com/watch?v=XCMNqKuuFC4,Batushka,Yekteniya I,Batushka,Yekteniya I,Litourgiya,346,,,,,,missing,,not_found,,,,,,,
1382,6lZUwd7rmOE,https://music.youtube.com/watch?v=6lZUwd7rmOE,Batushka,Yekteníya 5,Batushka,Yekteníya 5,Litourgiya,361,,minor,,,,matched,1.0000,,GetSongBPM,vQD8JV,Yekteníya 5,Batushka,https://getsongbpm.com/song/yekteniya-5/vQD8JV,,
1383,o_rKSTh6ViE,https://music.youtube.com/watch?v=o_rKSTh6ViE,Batushka,Yekteniya IV,Batushka,Yekteniya IV,Litourgiya,320,,,,,,missing,,not_found,,,,,,,
1384,xxdzwpoIZPA,https://music.youtube.com/watch?v=xxdzwpoIZPA,Batushka,Yekteniya II,Batushka,Yekteniya II,Litourgiya,263,,,,,,missing,,not_found,,,,,,,
1385,DHmZ88ybPtI,https://music.youtube.com/watch?v=DHmZ88ybPtI,Batushka,Yekteniya III,Batushka,Yekteniya III,Litourgiya,292,,,,,,missing,,not_found,,,,,,,
